,0,1,2
0,The Night Voice: A Novel of the Noble Dead,9780451469328,"{'ISBN-13': '9780451469328', 'Title': 'The Night Voice', 'Authors': ['Barb Hendee', 'J. C. Hendee'], 'Publisher': 'ROC, New American Library', 'Year': '2016', 'Language': 'en'}"
1,Heaven's Forgotten,9781943755059,"{'ISBN-13': '9781943755059', 'Title': ""Heaven's Forgotten"", 'Authors': ['Branden Johnson'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
2,Revenant: A Greywalker Novel,9780451465283,"{'ISBN-13': '9780451465283', 'Title': 'Revenant - A Greywalker Novel', 'Authors': ['Kat Richardson'], 'Publisher': 'Penguin', 'Year': '2014', 'Language': 'en'}"
3,Beauty,9780199639625,"{'ISBN-13': '9780199639625', 'Title': 'Beauty Imagined - A History Of The Global Beauty Industry', 'Authors': ['Geoffrey Jones'], 'Publisher': 'OUP Oxford', 'Year': '2011', 'Language': 'en'}"
4,"Seduced by Moonlight (Meredith Gentry, Book 3)",9780345443595,"{'ISBN-13': '9780345443595', 'Title': 'Seduced By Moonlight', 'Authors': ['Laurell K. Hamilton'], 'Publisher': 'Fawcett Books', 'Year': '2004', 'Language': 'en'}"
5,The Stone Samurai (The Shadow of Westwatch) (Volume 1),9781508694984,"{'ISBN-13': '9781508694984', 'Title': 'The Stone Samurai', 'Authors': ['Michael McKenzie'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
6,Abomination,9780552555883,"{'ISBN-13': '9780552555883', 'Title': 'Abomination', 'Authors': ['Robert Swindells'], 'Publisher': 'Random House', 'Year': '2008', 'Language': 'en'}"
7,Let Me In,9780312656492,"{'ISBN-13': '9780312656492', 'Title': 'Let Me In', 'Authors': ['John Ajvide Lindqvist'], 'Publisher': 'Macmillan', 'Year': '2010', 'Language': 'en'}"
8,The Book of Phoenix,9780756410780,"{'ISBN-13': '9780756410780', 'Title': 'The Book Of Phoenix', 'Authors': ['Nnedi Okorafor'], 'Publisher': 'D A W Books, Incorporated', 'Year': '2016', 'Language': 'en'}"
9,A Murder of Mages: A Novel of the Maradaine Constabulary,9780756410278,"{'ISBN-13': '9780756410278', 'Title': 'A Murder Of Mages - A Novel Of The Maradaine Constabulary', 'Authors': ['Marshall Ryan Maresca'], 'Publisher': 'D A W Books, Incorporated', 'Year': '2015', 'Language': 'en'}"
