,0,1,2
0,"Principles of Chemistry: A Molecular Approach, Books a la Carte Plus MasteringChemistry with eText -- Access Card Package (3rd Edition)",9780133902419,"{'ISBN-13': '9780133902419', 'Title': 'Principles Of Chemistry: A Molecular Approach, Books A La Carte Plus Masteringchemistry With Etext -- Access Card Package', 'Authors': ['Nivaldo J. Tro'], 'Publisher': 'Pearson College Division', 'Year': '2014', 'Language': 'en'}"
1,¡Hoy volaré! (Spanish Edition) (An Elephant and Piggie Book),9781484722879,"{'ISBN-13': '9781484722879', 'Title': '¡Hoy volaré! (Spanish Edition)', 'Authors': ['Mo Willems'], 'Publisher': 'Disney-Hyperion', 'Year': '2015', 'Language': 'es'}"
2,How to ROAR: Pet Loss Grief Recovery,9781411656536,"{'ISBN-13': '9781411656536', 'Title': 'How To Roar - Pet Loss Grief Recovery', 'Authors': ['Robin Jean Brown'], 'Publisher': 'Lulu.com', 'Year': '2005', 'Language': 'en'}"
3,Blood on the Water: A William Monk Novel,9780345548450,"{'ISBN-13': '9780345548450', 'Title': 'Blood On The Water', 'Authors': ['Anne Perry'], 'Publisher': 'Ballantine Books', 'Year': '2015', 'Language': 'en'}"
4,Madness: A Brief History,9780192802675,"{'ISBN-13': '9780192802675', 'Title': 'Madness - A Brief History', 'Authors': ['Roy Porter'], 'Publisher': 'Oxford University Press, USA', 'Year': '2002', 'Language': 'en'}"
5,Warm Bricks at My Feet: A Danish Immigrant Family's Struggles and Triumphs Through a Uniquely Challenging Period in 20th Century America,9781491730027,"{'ISBN-13': '9781491730027', 'Title': 'Warm Bricks At My Feet', 'Authors': ['Marian Love'], 'Publisher': 'iUniverse', 'Year': '2014', 'Language': 'en'}"
6,Introductory Statistics with R (Statistics and Computing),9780387790534,"{'ISBN-13': '9780387790534', 'Title': 'Introductory Statistics With R', 'Authors': ['Peter Dalgaard'], 'Publisher': 'Springer Science & Business Media', 'Year': '2008', 'Language': 'en'}"
7,TOEFL Strategies: Quick-Reference Guide,9781517490546,"{'ISBN-13': '9781517490546', 'Title': 'TOEFL Strategies - Quick-Reference Guide', 'Authors': ['Bruce Stirling'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
8,Stuck in the Passing Lane: A Memoir,9780986255007,"{'ISBN-13': '9780986255007', 'Title': 'Stuck In The Passing Lane - A Memoir', 'Authors': ['Jed Ringel'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
9,Tony Hawk: Professional Skateboarder,9780060096892,{}
