,0,1,2
0,Private Governance: Creating Order in Economic and Social Life,9780199365166,"{'ISBN-13': '9780199365166', 'Title': 'Private Governance - Creating Order In Economic And Social Life', 'Authors': ['Edward Stringham'], 'Publisher': 'Oxford University Press, USA', 'Year': '2015', 'Language': 'en'}"
1,Erewhon Revisited,9781420947663,"{'ISBN-13': '9781420947663', 'Title': 'Erewhon And Erewhon Revisited', 'Authors': ['Samuel Butler'], 'Publisher': 'Digireads.Com', 'Year': '2013', 'Language': 'en'}"
2,Dr. Neal Barnard's Program for Reversing Diabetes: The Scientifically Proven System for Reversing Diabetes Without Drugs,9781594868108,"{'ISBN-13': '9781594868108', 'Title': ""Dr. Neal Barnard's Program For Reversing Diabetes - The Scientifically Proven System For Reversing Diabetes Without Drugs"", 'Authors': ['Neal D. Barnard'], 'Publisher': 'Rodale', 'Year': '2008', 'Language': 'en'}"
3,Thicker Than Oil: America's Uneasy Partnership with Saudi Arabia,9780195367058,"{'ISBN-13': '9780195367058', 'Title': ""Thicker Than Oil - America's Uneasy Partnership With Saudi Arabia"", 'Authors': ['Rachel Bronson'], 'Publisher': 'Oxford University Press', 'Year': '2006', 'Language': 'en'}"
4,Sabertooth (Life of the Past),9780253010421,"{'ISBN-13': '9780253010421', 'Title': 'Sabertooth', 'Authors': ['Mauricio Antón'], 'Publisher': 'Life of the Past', 'Year': '2013', 'Language': 'en'}"
5,"Leading the Lean Enterprise Transformation, Second Edition",9781439859872,"{'ISBN-13': '9781439859872', 'Title': 'Leading The Lean Enterprise Transformation, Second Edition', 'Authors': ['George Koenigsaecker'], 'Publisher': 'CRC Press', 'Year': '2012', 'Language': 'en'}"
6,"Mosby's Essentials for Nursing Assistants, 5e",9780323113175,"{'ISBN-13': '9780323113175', 'Title': ""Mosby's Essentials For Nursing Assistants"", 'Authors': ['Sheila A. Sorrentino, PhD, RN', 'Leighann Remmert, MS, RN'], 'Publisher': 'Elsevier Health Sciences', 'Year': '2013', 'Language': 'en'}"
7,"Contemporary Oral and Maxillofacial Pathology, 2e",9780323078221,{}
8,Lonely Planet Australia (Travel Guide),9781788683951,"{'ISBN-13': '9781788683951', 'Title': 'Lonely Planet Australia', 'Authors': ['Andrew Bain', 'Brett Atkinson', 'Fleur Bainger', 'Cristian Bonetto', 'Samantha Forge', 'Anthony Ham', 'Paul Harding', 'Rachel Hocking', 'Trent Holden', 'Anita Isalska', 'Anna Kaminski', 'Tatyana Leonov', 'Sofia Levin', 'Virginia Maxwell', 'Hugh McNaughtan', 'Kate Morgan', 'Charles Rawlings-Way', 'Andy Symington', 'Tasmin Waby', 'Steve Waters'], 'Publisher': 'Lonely Planet', 'Year': '2021', 'Language': 'en'}"
9,2016 Wild Horses Wall Calendar (Multilingual Edition),9781549220173,{}
