,0,1,2
0,By Richard S. Snell: Clinical Neuroanatomy Seventh (7th) Edition,9780781794275,"{'ISBN-13': '9780781794275', 'Title': 'Clinical Neuroanatomy', 'Authors': ['Richard S. Snell'], 'Publisher': 'Lippincott Williams & Wilkins', 'Year': '2010', 'Language': 'en'}"
1,Asset Pricing Theory (Princeton Series in Finance),9780691139852,"{'ISBN-13': '9780691139852', 'Title': 'Asset Pricing Theory', 'Authors': ['Costis Skiadas'], 'Publisher': 'Princeton University Press', 'Year': '2009', 'Language': 'en'}"
2,Angelina Ballerina 25th Anniversary Edition,9780670011179,"{'ISBN-13': '9780670011179', 'Title': 'Angelina Ballerina', 'Authors': ['Katharine Holabird'], 'Publisher': 'Viking Books for Young Readers', 'Year': '2008', 'Language': 'en'}"
3,Lonely Planet Diving & Snorkeling Philippines,9781864503647,"{'ISBN-13': '9781864503647', 'Title': 'Diving & Snorkeling Philippines', 'Authors': ['Heneage Mitchell'], 'Publisher': '', 'Year': '2002', 'Language': 'en'}"
4,Composite Landscapes: Photomontage and Landscape Architecture,9783775738194,"{'ISBN-13': '9783775738194', 'Title': 'Composite Landscapes - Photomontage And Landscape Architecture', 'Authors': ['Isabella Stewart', 'Charles Waldheim', 'Andrea Hansen'], 'Publisher': 'Hatje Cantz Pub', 'Year': '2014', 'Language': 'en'}"
5,Toilet Paper Origami on a Roll: Decorative Folds and Flourishes for Over-the-Top Hospitality,9780980092332,"{'ISBN-13': '9780980092332', 'Title': 'Toilet Paper Origami On A Roll - Decorative Folds And Flourishes For Over-The-Top Hospitality', 'Authors': ['Linda Wright'], 'Publisher': '', 'Year': '2012', 'Language': 'en'}"
6,The Pocket Parent,9780761121824,"{'ISBN-13': '9780761121824', 'Title': 'The Pocket Parent', 'Authors': ['Gail Reichlin', 'Caroline Winkler'], 'Publisher': 'Workman Publishing', 'Year': '2001', 'Language': 'en'}"
7,Amos/Hosea/Micah: A Call to Justice (Six Weeks with the Bible),9780829421187,"{'ISBN-13': '9780829421187', 'Title': 'Amos/Hosea/Micah - A Call To Justice', 'Authors': ['Joe Paprocki'], 'Publisher': '', 'Year': '2006', 'Language': 'en'}"
8,"Dump Dinners: 101 Fast, Healthy and Easy Dump Dinner Recipes for Everyone",9781514685112,"{'ISBN-13': '9781514685112', 'Title': 'Dump Dinners - 101 Fast, Healthy And Easy Dump Dinner Recipes For Everyone', 'Authors': ['J. J. Lewis'], 'Publisher': 'Createspace Independent Publishing Platform', 'Year': '2015', 'Language': 'en'}"
9,"Richmond, VA Metro Street Atlas",9780875307695,"{'ISBN-13': '9780875307695', 'Title': 'ADC Metro Richmond, Virginia - Street Map Book', 'Authors': ['ADC, the Map People'], 'Publisher': 'ADC The Map People', 'Year': '2006', 'Language': 'en'}"
