,0,1,2
0,Taste of Home Slow Cooker: 431 Hot & Hearty Classics,9781617652172,"{'ISBN-13': '9781617652172', 'Title': 'Taste Of Home Slow Cooker - 429 Hot & Hearty Classics', 'Authors': ['Taste Of Home'], 'Publisher': 'Trusted Media Brands', 'Year': '2013', 'Language': 'en'}"
1,Happy Halloween! (Max and Ruby),9780448448633,"{'ISBN-13': '9780448448633', 'Title': 'Happy Halloween!', 'Authors': ['Grosset & Dunlap', 'Rosemary Wells'], 'Publisher': 'Max and Ruby (Paperback)', 'Year': '2008', 'Language': 'en'}"
2,"Schools and Masters of Fencing: From the Middle Ages to the Eighteenth Century (Dover Military History, Weapons, Armor)",9780486428260,"{'ISBN-13': '9780486428260', 'Title': 'Schools And Masters Of Fencing - From The Middle Ages To The Eighteenth Century', 'Authors': ['Egerton Castle'], 'Publisher': 'Courier Corporation', 'Year': '2003', 'Language': 'en'}"
3,Sewing for the Apparel Industry (2nd Edition) (Fashion Series),9780131884434,"{'ISBN-13': '9780131884434', 'Title': 'Sewing For The Apparel Industry', 'Authors': ['Claire Shaeffer'], 'Publisher': 'Prentice Hall', 'Year': '2012', 'Language': 'en'}"
4,"DK Eyewitness Travel guide:Brussels, Bruges, Ghent & Antwerp",9781465460271,"{'ISBN-13': '9781465460271', 'Title': 'DK Eyewitness Travel Guide Brussels, Bruges, Ghent And Antwerp', 'Authors': ['Dorling Kindersley, Inc.'], 'Publisher': 'DK Eyewitness Travel', 'Year': '2017', 'Language': 'en'}"
5,"The History of MeteoriticsAnd Key Meteorite Collections: Fireballs, Falls & Finds (Geological Society Special Publication) (No. 256)",9781862391949,"{'ISBN-13': '9781862391949', 'Title': 'The History Of Meteoritics And Key Meteorite Collections - Fireballs, Falls And Finds', 'Authors': ['Gerald Joseph Home McCall', 'A. J. Bowden', 'Richard John Howarth'], 'Publisher': 'Geological Society of London', 'Year': '2006', 'Language': 'en'}"
6,"All Rome: Forums, Churches, Museums, Monuments, Fountains, The Vatican, The Sistine Chapel, Tivoli, Ostia Antica",9788872040874,"{'ISBN-13': '9788872040874', 'Title': 'All Rome', 'Authors': ['Vittorio Serra'], 'Publisher': '', 'Year': '1999', 'Language': 'en'}"
7,"West Coast Modern: Architecture, Interiors & Design",9781423624394,"{'ISBN-13': '9781423624394', 'Title': 'West Coast Modern - Architecture, Interiors & Design', 'Authors': ['Zahid Sardar'], 'Publisher': 'Gibbs Smith', 'Year': '2012', 'Language': 'en'}"
8,"War and Peace (Penguin Classics, Deluxe Edition)",9780143039990,"{'ISBN-13': '9780143039990', 'Title': 'War And Peace - (Penguin Classics Deluxe Edition)', 'Authors': ['Лев Толстой (граф)'], 'Publisher': 'Penguin Classics', 'Year': '1942', 'Language': 'en'}"
9,Down and Derby: The Insider's Guide to Roller Derby,9781593762742,"{'ISBN-13': '9781593762742', 'Title': ""Down And Derby - The Insider's Guide To Roller Derby"", 'Authors': ['Alex Cohen', 'Jennifer Barbee'], 'Publisher': 'Counterpoint Press', 'Year': '2010', 'Language': 'en'}"
