,0,1,2
0,"The Kipper und Wipper Inflation, 1619-23: An Economic History with Contemporary German Broadsheets (Yale Series in Economic and Financial History)",9780300146769,"{'ISBN-13': '9780300146769', 'Title': 'The Kipper Und Wipper Inflation, 1619-23 - An Economic History With Contemporary German Broadsheets', 'Authors': ['Martha White Paas', 'John Roger Paas'], 'Publisher': 'Yale University Press', 'Year': '2012', 'Language': 'en'}"
1,"Destined to Reign: The Secret to Effortless Success, Wholeness and Victorious Living",9781606830093,"{'ISBN-13': '9781606830093', 'Title': 'Destined To Reign - The Secret To Effortless Success, Wholeness And Victorious Living', 'Authors': ['Joseph Prince'], 'Publisher': 'Harrison House', 'Year': '2010', 'Language': 'en'}"
2,"Rats, Lice, and History: Being a Study In Biography, Which, After Twelve Preliminary",9780333395677,"{'ISBN-13': '9780333395677', 'Title': 'Rats, Lice, & History - Being A Study In Biography, Which, After Twelve Preliminary Chapters Indispensable For The Preparation Of The Lay Reader, Deals With The Life History Of Typhus Fever', 'Authors': ['Hans Zinsser'], 'Publisher': '', 'Year': '1935', 'Language': 'en'}"
3,Beyond the Brink with Indiana,9780253331007,"{'ISBN-13': '9780253331007', 'Title': 'Beyond The Brink With Indiana', 'Authors': ['Bob Hammel'], 'Publisher': 'Indiana University Press', 'Year': '1987', 'Language': 'en'}"
4,South America Executive [Tubed] (National Geographic Reference Map),9781597752763,"{'ISBN-13': '9781597752763', 'Title': 'South America Executive', 'Authors': ['National Geographic Maps'], 'Publisher': '', 'Year': '2009', 'Language': 'en'}"
5,"Contemporary Wicker Basketry: Projects, Techniques, Inspirational Designs",9781887374156,"{'ISBN-13': '9781887374156', 'Title': 'Contemporary Wicker Basketry - Projects, Techniques, Inspirational Designs', 'Authors': ['Flo Hoppe'], 'Publisher': 'Lark Books (NC)', 'Year': '1996', 'Language': 'en'}"
6,"20,000 Secrets of Tea: The Most Effective Ways to Benefit from Nature's Healing Herbs",9780440235293,"{'ISBN-13': '9780440235293', 'Title': ""20,000 Secrets Of Tea - The Most Effective Ways To Benefit From Nature's Healing Herbs"", 'Authors': ['Victoria Zak'], 'Publisher': 'Dell', 'Year': '1999', 'Language': 'en'}"
7,Uncle John's TV Trivia Challenge! 2013 Calendar,9780761170068,{}
8,Handbook of Primary Care Procedures (Orthopaedic Surgery Essentials),9781582551838,"{'ISBN-13': '9781582551838', 'Title': 'Handbook Of Primary Care Procedures', 'Authors': [''], 'Publisher': 'Lippincott Williams & Wilkins', 'Year': '2003', 'Language': 'en'}"
9,"The Inner Temple of Witchcraft: Magick, Meditation and Psychic Development (Penczak Temple Series)",9780738702766,"{'ISBN-13': '9780738702766', 'Title': 'The Inner Temple Of Witchcraft - Magick, Meditation And Psychic Development', 'Authors': ['Christopher Penczak'], 'Publisher': 'Llewellyn Worldwide', 'Year': '2002', 'Language': 'en'}"
