,0,1,2
0,Boiler Operator's Guide,9780070365742,"{'ISBN-13': '9780070365742', 'Title': ""Boiler Operator's Guide"", 'Authors': ['Anthony L. Kohan'], 'Publisher': 'McGraw-Hill Professional Pub', 'Year': '1998', 'Language': 'en'}"
1,Cowboy Lust: Erotic Romance for Women,9781573448147,"{'ISBN-13': '9781573448147', 'Title': 'Cowboy Lust - Erotic Romance For Women', 'Authors': ['Delilah Devlin', 'Lorelei James'], 'Publisher': 'Cleis Press', 'Year': '2012', 'Language': 'en'}"
2,True Knowledge of the Christ: Theosophy and Rosicrucianism - The Gospel of John,9781855844155,"{'ISBN-13': '9781855844155', 'Title': 'TRUE KNOWLEDGE OF THE CHRIST - Theosophy and Rosicrucianism – The Gospel of John', 'Authors': ['Rudolf Steiner'], 'Publisher': 'Rudolf Steiner Press', 'Year': '2015', 'Language': 'en'}"
3,Teresita Fernandez: Blind Landscape,9783037640494,"{'ISBN-13': '9783037640494', 'Title': 'Teresita Fernández - Blind Landscape', 'Authors': ['Teresita Fernández'], 'Publisher': 'Jrp Ringier Kunstverlag Ag', 'Year': '2009', 'Language': 'en'}"
4,Atlas of Remote Islands,9781846143489,"{'ISBN-13': '9781846143489', 'Title': 'Atlas Of Remote Islands - Fifty Islands I Have Not Visited And Never Will', 'Authors': ['Judith Schalansky'], 'Publisher': 'Penguin Global', 'Year': '2010', 'Language': 'en'}"
5,"SureCount, Diabetes Management in Your Hands, A Carb Counter and Meal Planner",9780988609815,"{'ISBN-13': '9780988609815', 'Title': 'SureCount - Diabetes Management In Your Hands', 'Authors': ['Melanie Weiss'], 'Publisher': '', 'Year': '2012', 'Language': 'en'}"
6,"Paper Blossoms, Butterflies & Birds: A Book of Beautiful Bouquets for the Table",9781452113913,"{'ISBN-13': '9781452113913', 'Title': 'Paper Blossoms, Butterflies & Birds - A Book Of Beautiful Bouquets For The Table', 'Authors': ['Ray Marshall'], 'Publisher': 'Chronicle Books', 'Year': '2014', 'Language': 'en'}"
7,The Psychology Research Handbook: A Guide for Graduate Students and Research Assistants,9780761930228,"{'ISBN-13': '9780761930228', 'Title': 'The Psychology Research Handbook - A Guide For Graduate Students And Research Assistants', 'Authors': ['Frederick T. L. Leong', 'James T. Austin'], 'Publisher': 'SAGE', 'Year': '2006', 'Language': 'en'}"
8,Stedman's Neurology & Neurosurgery Words (Stedman's Word Books),9780781796422,"{'ISBN-13': '9780781796422', 'Title': ""Stedman's Neurology & Neurosurgery Words"", 'Authors': ['Thomas Lathrop Stedman'], 'Publisher': '', 'Year': '2006', 'Language': 'en'}"
9,"Healthy Sleep Habits, Happy Twins: A Step-by-Step Program for Sleep-Training Your Multiples",9780345497796,"{'ISBN-13': '9780345497796', 'Title': 'Healthy Sleep Habits, Happy Twins - A Step-By-Step Program For Sleep-Training Your Multiples', 'Authors': ['Marc Weissbluth'], 'Publisher': 'Random House Digital, Inc.', 'Year': '2009', 'Language': 'en'}"
