,0,1,2
0,2016 someecards: Office Mini Calendar,9781624381492,{}
1,Mastering Pot-Limit Omaha: The Modern Aggressive Approach (D&B Poker),9781909457317,"{'ISBN-13': '9781909457317', 'Title': 'Mastering Pot-Limit Omaha - The Modern Aggressive Approach', 'Authors': ['Herbert Okolowitz', 'Wladimir Taschner'], 'Publisher': 'D&B Publishing', 'Year': '2014', 'Language': 'en'}"
2,Oracle Database 12c Backup and Recovery Survival Guide,9781782171201,"{'ISBN-13': '9781782171201', 'Title': 'Oracle Database 12C Backup And Recovery Survival Guide', 'Authors': ['Francisco Munoz Alvarez', 'Aman Sharma'], 'Publisher': 'Packt Pub Limited', 'Year': '2013', 'Language': 'en'}"
3,More Creative Lettering: Techniques & Tips from Top Artists,9781454708926,"{'ISBN-13': '9781454708926', 'Title': 'More Creative Lettering - Techniques & Tips From Top Artists', 'Authors': ['Jenny Doh'], 'Publisher': 'Lark Books (NC)', 'Year': '2015', 'Language': 'en'}"
4,Everette Hartsoe's RAZOR:SCARS ART GALLERY,9781507642177,"{'ISBN-13': '9781507642177', 'Title': ""Everette Hartsoe's Razor - Scars Art Gallery"", 'Authors': ['Everette Hartsoe'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
5,Physician Assistant Review Guide,9780763752668,"{'ISBN-13': '9780763752668', 'Title': 'Physician Assistant Review Guide', 'Authors': ['David Paulk', 'Donna Agnew'], 'Publisher': 'Jones & Bartlett Learning', 'Year': '2008', 'Language': 'en'}"
6,Un ataque de lucidez/ My Stroke of Insight: Un viaje personal a la superacion/ A Self Improvement Journey (Spanish Edition),9788483068113,"{'ISBN-13': '9788483068113', 'Title': 'Un ataque de lucidez - Un viaje personal hacia la superación', 'Authors': ['Jill Bolte Taylor'], 'Publisher': 'Debate Editorial', 'Year': '2009', 'Language': 'es'}"
7,"Rivers of the Upper Ottawa Valley: Myth, Magic and Adventure",9781550464382,"{'ISBN-13': '9781550464382', 'Title': 'Rivers Of The Upper Ottawa Valley - Myth, Magic And Adventure', 'Authors': ['Hap Wilson'], 'Publisher': 'Erin, Ont. : Boston Mills Press', 'Year': '2004', 'Language': 'en'}"
8,The Seven Beggars: & Other Kabbalistic Tales of Rebbe Nachman of Breslov,9781580232500,"{'ISBN-13': '9781580232500', 'Title': 'The Seven Beggars & Other Kabbalistic Tales Of Rebbe Nachman Of Breslov', 'Authors': ['Naḥman (of Bratslav)', 'Aryeh Kaplan'], 'Publisher': 'Jewish Lights Publishing', 'Year': '2005', 'Language': 'en'}"
9,Asthma in Children: A Guide for Parents,9780985933210,"{'ISBN-13': '9780985933210', 'Title': ""Your Child's Asthma - A Guide For Parents"", 'Authors': ['John Hunt'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
