,0,1,2
0,The Uncomplicated Guide to Diabetes Complications,9781580402903,"{'ISBN-13': '9781580402903', 'Title': 'The Uncomplicated Guide To Diabetes Complications', 'Authors': ['Marvin Levin', 'Michael Pfeifer'], 'Publisher': 'American Diabetes Association', 'Year': '2009', 'Language': 'en'}"
1,Start Juggling Cubes,9780969432401,"{'ISBN-13': '9780969432401', 'Title': 'The Instant Juggling Book', 'Authors': ['Bob Woodburn'], 'Publisher': 'Firefly Books Limited', 'Year': '1990', 'Language': 'en'}"
2,Groucho And Me,9780306806667,"{'ISBN-13': '9780306806667', 'Title': 'Groucho And Me', 'Authors': ['Groucho Marx'], 'Publisher': 'Da Capo Press', 'Year': '1995', 'Language': 'en'}"
3,Rain of Gold,9781558850309,"{'ISBN-13': '9781558850309', 'Title': 'Rain Of Gold', 'Authors': ['Victor Villasenor', 'Victor Villaseñor'], 'Publisher': 'Arte Publico Press', 'Year': '1991', 'Language': 'en'}"
4,Drought Resistant Planting,9780711238114,"{'ISBN-13': '9780711238114', 'Title': ""Drought-Resistant Planting - Lessons From Beth Chatto's Gravel Garden"", 'Authors': ['Beth Chatto'], 'Publisher': 'Frances Lincoln', 'Year': '2016', 'Language': 'en'}"
5,Please Understand Me: Character and Temperament Types,9781885705020,"{'ISBN-13': '9781885705020', 'Title': 'Please Understand Me II - Temperament, Character, Intelligence', 'Authors': ['David Keirsey'], 'Publisher': 'Prometheus Nemesis Book Company', 'Year': '1998', 'Language': 'en'}"
6,Celtic Art: The Methods of Construction (Dover Art Instruction),9780486229232,"{'ISBN-13': '9780486229232', 'Title': 'Celtic Art - The Methods Of Construction', 'Authors': ['George Bain'], 'Publisher': 'Courier Corporation', 'Year': '1973', 'Language': 'en'}"
7,Bill Gates (Trailblazers of the Modern World),9780836852370,"{'ISBN-13': '9780836852370', 'Title': 'Bill Gates', 'Authors': ['Lauren Lee'], 'Publisher': 'Gareth Stevens Pub', 'Year': '2002', 'Language': 'en'}"
8,Level 2B - Christmas Book: Piano Adventures,9781616771409,"{'ISBN-13': '9781616771409', 'Title': 'Piano Adventures Christmas Book, Level 2B - The Basic Piano Method', 'Authors': ['Nancy Faber', 'Randall Faber'], 'Publisher': '', 'Year': '1996', 'Language': 'en'}"
9,Telephone Collection call Scripts & How to respond to Excuses: A Guide for Bill Collectors (The Collecting Money Series) (Volume 13),9781482084894,"{'ISBN-13': '9781482084894', 'Title': 'Telephone Collection Call Scripts And How To Respond To Excuses - A Guide For Bill Collectors', 'Authors': ['Michelle Dunn'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
