,0,1,2
0,The Emperor's New Drugs: Exploding the Antidepressant Myth,9780465022007,"{'ISBN-13': '9780465022007', 'Title': ""The Emperor's New Drugs - Exploding The Antidepressant Myth"", 'Authors': ['Irving Kirsch'], 'Publisher': 'Basic Books', 'Year': '2011', 'Language': 'en'}"
1,Bhutan Map by ITMB (Travel Reference Map),9781771290845,{}
2,HASHI: The Bridges Puzzle,9781666214062,{}
3,Entertaining,9780789419859,"{'ISBN-13': '9780789419859', 'Title': 'Entertaining', 'Authors': ['Malcolm Hillier'], 'Publisher': 'DK Publishing (Dorling Kindersley)', 'Year': '1997', 'Language': 'en'}"
4,Sarum: The Novel of England,9780449000724,"{'ISBN-13': '9780449000724', 'Title': 'Sarum - The Novel Of England', 'Authors': ['Edward Rutherfurd'], 'Publisher': 'Random House Digital, Inc.', 'Year': '1997', 'Language': 'en'}"
5,Lesser Beasts: A Snout-to-Tail History of the Humble Pig,9780465052745,"{'ISBN-13': '9780465052745', 'Title': 'Lesser Beasts - A Snout-To-Tail History Of The Humble Pig', 'Authors': ['Mark Essig'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
6,Cardiovascular Nursing (Current Clinical Nursing Series),9780874885811,"{'ISBN-13': '9780874885811', 'Title': 'Cardiovascular Nursing', 'Authors': ['Mary A. Reuther', 'Carla B. Hansen'], 'Publisher': 'Prentice Hall', 'Year': '1985', 'Language': 'en'}"
7,Anger Management: The Complete Treatment Guidebook for Practitioners (Practical Therapist),9781886230453,"{'ISBN-13': '9781886230453', 'Title': 'Anger Management - The Complete Treatment Guidebook For Practitioners', 'Authors': ['Howard Kassinove', 'Raymond Chip Tafrate'], 'Publisher': 'Impact Publishers', 'Year': '2002', 'Language': 'en'}"
8,Cases and Materials on the Law of Torts (American Casebook Series),9781683286486,"{'ISBN-13': '9781683286486', 'Title': 'Cases And Materials On The Law Of Torts', 'Authors': ['George C. Christie', 'Joseph Sanders', 'W. Jonathan Cardi', 'Mary J. Davis'], 'Publisher': 'West Academic Publishing', 'Year': '2019', 'Language': 'en'}"
9,American Spelling Book,9781557094698,"{'ISBN-13': '9781557094698', 'Title': 'The American Spelling Book - Containing The Rudiments Of The English Language For The Use Of Schools In The United States', 'Authors': ['Noah Webster'], 'Publisher': '', 'Year': '1999', 'Language': 'en'}"
