,0,1,2
0,Overworked and Overwhelmed: The Mindfulness Alternative,9781118910665,"{'ISBN-13': '9781118910665', 'Title': 'Overworked And Overwhelmed - The Mindfulness Alternative', 'Authors': ['Scott Eblin'], 'Publisher': 'John Wiley & Sons', 'Year': '2014', 'Language': 'en'}"
1,Laverda (Osprey Collectors Library),9781855321830,"{'ISBN-13': '9781855321830', 'Title': 'Laverda', 'Authors': ['Raymond Ainscoe', 'Tim Parker'], 'Publisher': 'Osprey Publishing Company', 'Year': '1991', 'Language': 'en'}"
2,The Fighting Staff,9781581607147,"{'ISBN-13': '9781581607147', 'Title': 'The Fighting Staff', 'Authors': ['Dwight C. McLemore'], 'Publisher': 'Paladin Press', 'Year': '2009', 'Language': 'en'}"
3,AIDS Between Science and Politics,9780231166263,"{'ISBN-13': '9780231166263', 'Title': 'AIDS Between Science And Politics', 'Authors': ['Peter Piot'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
4,The Cactus Creek Challenge,9781630589271,"{'ISBN-13': '9781630589271', 'Title': 'The Cactus Creek Challenge', 'Authors': ['Erica Vetsch'], 'Publisher': 'Shiloh Run Press', 'Year': '2015', 'Language': 'en'}"
5,Human Sexuality in a World of Diversity (paper) (9th Edition),9780205952274,"{'ISBN-13': '9780205952274', 'Title': 'Human Sexuality In A World Of Diversity', 'Authors': ['Spencer A. Rathus', 'Jeffrey S. Nevid', 'Lois Fichner-Rathus'], 'Publisher': 'Pearson', 'Year': '2013', 'Language': 'en'}"
6,A History of the Cuban Revolution (Viewpoints / Puntos de Vista),9781118942284,"{'ISBN-13': '9781118942284', 'Title': 'A History Of The Cuban Revolution', 'Authors': ['Aviva Chomsky'], 'Publisher': 'John Wiley & Sons', 'Year': '2015', 'Language': 'en'}"
7,"Front Porch Tales: Warm-Hearted Stories of Family, Faith, Laughter and Love",9780061252303,"{'ISBN-13': '9780061252303', 'Title': 'Front Porch Tales - Warm Hearted Stories Of Family, Faith, Laughter And Love', 'Authors': ['Philip Gulley'], 'Publisher': 'HarperOne', 'Year': '2007', 'Language': 'en'}"
8,Wisdom's Paradise: The Forgotten Shaker's of Union Village,9781882203406,"{'ISBN-13': '9781882203406', 'Title': ""Wisdom's Paradise - The Forgotten Shakers Of Union Village"", 'Authors': ['Cheryl Bauer', 'Robert Jones Portman'], 'Publisher': 'Orange Frazer PressInc', 'Year': '2004', 'Language': 'en'}"
9,Frommer's Florence and Tuscany day by day,9781628871340,"{'ISBN-13': '9781628871340', 'Title': ""Frommer's Florence And Tuscany Day By Day"", 'Authors': ['Stephen Brewer', 'Donald Strachan'], 'Publisher': 'Frommermedia Llc', 'Year': '2015', 'Language': 'en'}"
