,0,1,2
0,NightS,9780374500016,"{'ISBN-13': '9780374500016', 'Title': 'Night', 'Authors': ['Elie Wiesel'], 'Publisher': 'Hill and Wang', 'Year': '2006', 'Language': 'en'}"
1,The Alchemist_s Daughter,9780307335852,"{'ISBN-13': '9780307335852', 'Title': ""The Alchemist's Daughter - A Novel"", 'Authors': ['Katharine McMahon'], 'Publisher': 'Broadway Books', 'Year': '2006', 'Language': 'en'}"
2,"The Whole Brain Business Book, Second Edition: Unlocking the Power of Whole Brain Thinking in Organizations, Teams, and Individuals",9780071843829,"{'ISBN-13': '9780071843829', 'Title': 'The Whole Brain Business Book, Second Edition: Unlocking The Power Of Whole Brain Thinking In Organizations, Teams, And Individuals', 'Authors': ['Ann Herrmann-Nehdi', 'Ned Herrmann'], 'Publisher': 'McGraw-Hill Education', 'Year': '2015', 'Language': 'en'}"
3,KJV Super Giant Print Dictionary & Concordance,9780805494921,"{'ISBN-13': '9780805494921', 'Title': 'Super Giant Print Bible Dictionary And Concordance', 'Authors': ['George W. Knight'], 'Publisher': 'Holman Reference', 'Year': '2007', 'Language': 'en'}"
4,By Donna Kay Computer Accounting with QuickBooks 2014 (16th Edition),9781259289149,{}
5,What Every Professional Organizer Needs to Know About Hoarding,9780966797053,"{'ISBN-13': '9780966797053', 'Title': 'What Every Professional Organizer Needs To Know About Hoarding', 'Authors': ['Judith Kolberg'], 'Publisher': '', 'Year': '2008', 'Language': 'en'}"
6,Latent Semantic Mapping: Principles and Applications (Synthesis Lectures on Speech and Audio Processing),9781598291049,"{'ISBN-13': '9781598291049', 'Title': 'Latent Semantic Mapping - Principles & Applications', 'Authors': ['Jerome R. Bellegarda'], 'Publisher': 'Morgan & Claypool Publishers', 'Year': '2007', 'Language': 'en'}"
7,Program Evaluation for Social Workers: Foundations of Evidence-Based Programs (6th Edition),9780199859054,"{'ISBN-13': '9780199859054', 'Title': 'Program Evaluation For Social Workers - Foundations Of Evidence-Based Programs', 'Authors': ['Richard M. Grinnell', 'Peter A. Gabor', 'Yvonne A. Unrau'], 'Publisher': 'Oxford University Press', 'Year': '2012', 'Language': 'en'}"
8,Amulet,9781338328189,"{'ISBN-13': '9781338328189', 'Title': 'Amulet', 'Authors': ['Kazu Kibuishi'], 'Publisher': 'Graphix', 'Year': '2018', 'Language': 'en'}"
9,Further Along the Road Less Traveled: The Unending Journey Towards Spiritual Growth,9780684847238,"{'ISBN-13': '9780684847238', 'Title': 'Further Along The Road Less Traveled - The Unending Journey Towards Spiritual Growth', 'Authors': ['M. Scott Peck'], 'Publisher': 'Simon and Schuster', 'Year': '1998', 'Language': 'en'}"
