,0,1,2
0,Tim Tebow (People in the News),9781420508932,"{'ISBN-13': '9781420508932', 'Title': 'Tim Tebow', 'Authors': ['Jennifer MacKay'], 'Publisher': 'Greenhaven Publishing LLC', 'Year': '2013', 'Language': 'en'}"
1,Marshfield Dreams: When I Was a Kid,9781250010247,"{'ISBN-13': '9781250010247', 'Title': 'Marshfield Dreams - When I Was A Kid', 'Authors': ['Ralph Fletcher'], 'Publisher': 'Square Fish', 'Year': '2012', 'Language': 'en'}"
2,Three Tales of My Father's Dragon,9780307284051,{}
3,Egypt: Egyptian Mythology and The Secrets Of The Gods,9781514183045,"{'ISBN-13': '9781514183045', 'Title': 'Egypt - Egyptian Mythology And The Secrets Of The Gods', 'Authors': ['Roy Jackson'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
4,"The Shadow Children, the Complete Series: Among the Hidden; Among the Impostors; Among the Betrayed; Among the Barons; Among the Brave; Among the Enemy; Among the Free",9781442468641,"{'ISBN-13': '9781442468641', 'Title': 'The Shadow Children, The Complete Series - Among The Hidden; Among The Impostors; Among The Betrayed; Among The Barons; Among The Brave; Among The Enemy; Among The Free', 'Authors': ['Margaret Peterson Haddix'], 'Publisher': 'Simon & Schuster Books for Young Readers', 'Year': '2012', 'Language': 'en'}"
5,Rise and Fall of a Track Star,9780983259596,"{'ISBN-13': '9780983259596', 'Title': 'Rise And Fall Of A Track Star', 'Authors': ['O. Keeys'], 'Publisher': 'Passionate Writer Publishing', 'Year': '2011', 'Language': 'en'}"
6,Death in the Floating City: A Lady Emily Mystery (Lady Emily Mysteries),9781250029768,"{'ISBN-13': '9781250029768', 'Title': 'Death In The Floating City - A Lady Emily Mystery', 'Authors': ['Tasha Alexander'], 'Publisher': 'Minotaur Books', 'Year': '2013', 'Language': 'en'}"
7,The Dentist of Auschwitz: A Memoir,9780813190129,"{'ISBN-13': '9780813190129', 'Title': 'The Dentist Of Auschwitz - A Memoir', 'Authors': ['Benjamin Jacobs'], 'Publisher': 'University Press of Kentucky', 'Year': '2001', 'Language': 'en'}"
8,Cattle King for a Day (Western Short Stories Collection),9781592123735,"{'ISBN-13': '9781592123735', 'Title': 'Cattle King For A Day', 'Authors': ['L. Ron Hubbard'], 'Publisher': 'Galaxy Press LLC', 'Year': '2010', 'Language': 'en'}"
9,The Cat in the Hat,9780394800011,"{'ISBN-13': '9780394800011', 'Title': 'The Cat In The Hat', 'Authors': ['Dr. Seuss', 'Seuss Dr', 'Theodor Seuss Geisel', '편집부'], 'Publisher': 'Random House Books for Young Readers', 'Year': '1957', 'Language': 'en'}"
