,0,1,2
0,Who Was Julius Caesar?,9780743482745,"{'ISBN-13': '9780743482745', 'Title': 'Julius Caesar', 'Authors': ['William Shakespeare'], 'Publisher': 'Simon & Schuster', 'Year': '2004', 'Language': 'en'}"
1,Emanuel Swedenborg (Spiritual Leaders and Thinkers),9780791081020,{}
2,Alfred Hitchcock: Filming Our Fears (Oxford Portraits),9780195119671,"{'ISBN-13': '9780195119671', 'Title': 'Alfred Hitchcock - Filming Our Fears', 'Authors': ['Gene Adair'], 'Publisher': 'Oxford University Press', 'Year': '2002', 'Language': 'en'}"
3,"Arrivals, Departures and the Adventures In-Between",9781909193727,"{'ISBN-13': '9781909193727', 'Title': 'Arrivals, Departures And The Adventures In-Between', 'Authors': [""Christopher O'Shaughnessy""], 'Publisher': 'Summertime Publishing', 'Year': '2014', 'Language': 'en'}"
4,The Little Book of Neuroscience Haiku,9780393708325,"{'ISBN-13': '9780393708325', 'Title': 'The Little Book Of Neuroscience Haiku', 'Authors': ['Eric Chudler'], 'Publisher': 'W. W. Norton', 'Year': '2013', 'Language': 'en'}"
5,Dirt Bikes (Torque Books: Cool Rides) (Torque: Cool Rides),9781600141478,"{'ISBN-13': '9781600141478', 'Title': 'Dirt Bikes', 'Authors': ['Jack David'], 'Publisher': 'Torque', 'Year': '2008', 'Language': 'en'}"
6,"Beautiful Storm: Lightning Strikes, Book 1",9780990695271,"{'ISBN-13': '9780990695271', 'Title': 'Beautiful Storm', 'Authors': ['Barbara Freethy'], 'Publisher': 'Lightning Strikes', 'Year': '2015', 'Language': 'en'}"
7,The Berenstain Bears Phonics Fun (My First I Can Read),9780062223463,"{'ISBN-13': '9780062223463', 'Title': 'The Berenstain Bears Phonics Fun', 'Authors': ['Mike Berenstain'], 'Publisher': 'HarperCollins', 'Year': '2013', 'Language': 'en'}"
8,At Issue Series - Gay Marriage (hardcover edition),9781565106932,"{'ISBN-13': '9781565106932', 'Title': 'Gay Marriage', 'Authors': ['Tamara L. Roleff'], 'Publisher': 'Greenhaven Press, Incorporated', 'Year': '1998', 'Language': 'en'}"
9,"Pixies, Passages and Possibilities: A collection of science fiction and fantasy short stories",9780991634217,"{'ISBN-13': '9780991634217', 'Title': 'Pixies, Passages And Possibilities - A Collection Of Science Fiction And Fantasy Short Stories', 'Authors': ['Winifred Halsey'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
