,0,1,2
0,School Buses (Blastoff! Readers: Mighty Machines),9781600141805,"{'ISBN-13': '9781600141805', 'Title': 'School Buses', 'Authors': ['Kay Manolis'], 'Publisher': 'Bellwether Media Inc', 'Year': '2008', 'Language': 'en'}"
1,The Prophet,9780394404288,"{'ISBN-13': '9780394404288', 'Title': ""The Prophet: Gibran's Masterpiece"", 'Authors': ['Kahlil Gibran'], 'Publisher': '', 'Year': '2009', 'Language': 'en'}"
2,The Magic School Bus in the Time of the Dinosaurs,9780590446891,"{'ISBN-13': '9780590446891', 'Title': 'The Magic School Bus In The Time Of The Dinosaurs', 'Authors': ['Joanna Cole'], 'Publisher': 'Scholastic Inc.', 'Year': '1994', 'Language': 'en'}"
3,Naming Jack the Ripper,9781493011902,"{'ISBN-13': '9781493011902', 'Title': 'Naming Jack The Ripper', 'Authors': ['Russell Edwards'], 'Publisher': 'Lyons Press', 'Year': '2014', 'Language': 'en'}"
4,The Life and Work of Dr. Alister MacKenzie,9781585360185,"{'ISBN-13': '9781585360185', 'Title': 'The Life And Work Of Dr. Alister MacKenzie', 'Authors': ['Tom Doak', 'James S. Scott', 'Raymund M. Haddock'], 'Publisher': 'Wiley', 'Year': '2001', 'Language': 'en'}"
5,History's Greatest Speeches (Dover Thrift Editions),9780486497396,"{'ISBN-13': '9780486497396', 'Title': ""History's Greatest Speeches"", 'Authors': ['James Daley'], 'Publisher': 'Courier Corporation', 'Year': '2013', 'Language': 'en'}"
6,Dork Diaries 3 1/2: How to Dork Your Diary,9781442422339,"{'ISBN-13': '9781442422339', 'Title': 'Dork Diaries 3 1/2 - How To Dork Your Diary', 'Authors': ['Rachel Renée Russell'], 'Publisher': 'Aladdin', 'Year': '2011', 'Language': 'en'}"
7,Kabbalah: A Love Story,9780767924139,"{'ISBN-13': '9780767924139', 'Title': 'Kabbalah - A Love Story', 'Authors': ['Lawrence Kushner'], 'Publisher': 'Broadway Books', 'Year': '2006', 'Language': 'en'}"
8,On Writing,9781439156810,"{'ISBN-13': '9781439156810', 'Title': 'On Writing: 10Th Anniversary Edition - A Memoir Of The Craft', 'Authors': ['Stephen King'], 'Publisher': 'Scribner', 'Year': '2010', 'Language': 'en'}"
9,When Marian Sang: The True Recital of Marian Anderson,9780439269674,"{'ISBN-13': '9780439269674', 'Title': 'When Marian Sang - The True Recital Of Marian Anderson', 'Authors': ['Pam Muñoz Ryan'], 'Publisher': 'Scholastic Inc.', 'Year': '2002', 'Language': 'en'}"
