,0,1,2
0,Revelations: The Autobiography of Alvin Ailey,9781559722551,"{'ISBN-13': '9781559722551', 'Title': 'Revelations - The Autobiography Of Alvin Ailey', 'Authors': ['A. Peter Bailey'], 'Publisher': 'Birch Lane Press', 'Year': '1995', 'Language': 'en'}"
1,Mikaela Shiffrin (Amazing Athletes),9781467757812,"{'ISBN-13': '9781467757812', 'Title': 'Mikaela Shiffrin', 'Authors': ['Jon M. Fishman'], 'Publisher': 'Lerner Publishing Group', 'Year': '2014', 'Language': 'es'}"
2,"Aeschylus, II, Oresteia: Agamemnon. Libation-Bearers. Eumenides (Loeb Classical Library)",9780674996281,"{'ISBN-13': '9780674996281', 'Title': 'Aeschylus: Oresteia. Agamemnon ; Libation- Bearers ; Eumenides', 'Authors': ['Esquilo', 'Eschyle', 'Ἀισχ́υλος'], 'Publisher': 'Loeb Classical Library', 'Year': '2008', 'Language': 'en'}"
3,Olympic Gymnastics (Great Moments in Olympic History),9781404209688,"{'ISBN-13': '9781404209688', 'Title': 'Olympic Gymnastics', 'Authors': ['Adam Hofstetter'], 'Publisher': 'The Rosen Publishing Group, Inc', 'Year': '2007', 'Language': 'en'}"
4,Atlanta Braves (Great Sports Teams),9781590183045,"{'ISBN-13': '9781590183045', 'Title': 'The Atlanta Braves', 'Authors': ['John F. Grabowski'], 'Publisher': 'Lucent Books', 'Year': '2003', 'Language': 'en'}"
5,Canada's Prime Ministers: Macdonald to Trudeau - Portraits from the Dictionary of Canadian Biography,9780802091741,"{'ISBN-13': '9780802091741', 'Title': ""Canada's Prime Ministers, Macdonald To Trudeau - Portraits From The Dictionary Of Canadian Biography"", 'Authors': ['Réal Bélanger', 'Ramsay Cook'], 'Publisher': '', 'Year': '2007', 'Language': 'en'}"
6,Christmas Brides,9781250060563,"{'ISBN-13': '9781250060563', 'Title': 'Christmas Brides', 'Authors': ['Suzanne Enoch', 'Alexandra Hawkins', 'Elizabeth Essex', 'Valerie Bowman'], 'Publisher': 'Macmillan', 'Year': '2014', 'Language': 'en'}"
7,Day of the Dead (On My Own Holidays),9781575055817,"{'ISBN-13': '9781575055817', 'Title': 'Day Of The Dead', 'Authors': ['Linda Lowery'], 'Publisher': 'First Avenue Editions', 'Year': '2003', 'Language': 'en'}"
8,Too Many Leprechauns,9780689851124,"{'ISBN-13': '9780689851124', 'Title': ""Too Many Leprechauns - Or How That Pot O' Gold Got To The End Of The Rainbow"", 'Authors': ['Stephen Krensky'], 'Publisher': 'Simon and Schuster', 'Year': '2007', 'Language': 'en'}"
9,"Private Justice (Newpointe 911, Book 1)",9780310217572,"{'ISBN-13': '9780310217572', 'Title': 'Private Justice', 'Authors': ['Terri Blackstock'], 'Publisher': 'Harper Collins', 'Year': '1998', 'Language': 'en'}"
