,0,1,2
0,My First Batman Book: Touch and Feel (DC Super Heroes),9781935703013,"{'ISBN-13': '9781935703013', 'Title': 'My First Batman Book - Touch And Feel', 'Authors': ['David Bar Katz'], 'Publisher': 'Downtown Bookworks', 'Year': '2011', 'Language': 'en'}"
1,Out of Nowhere,9781534481008,"{'ISBN-13': '9781534481008', 'Title': 'Out Of Nowhere', 'Authors': ['Chris Naylor-Ballesteros'], 'Publisher': 'Simon & Schuster Books for Young Readers', 'Year': '2021', 'Language': 'en'}"
2,"Frogs, Toads & Turtles: Take Along Guide (Take Along Guides)",9781559715935,"{'ISBN-13': '9781559715935', 'Title': 'Frogs, Toads, And Turtles', 'Authors': ['Diane L. Burns'], 'Publisher': 'Creative Publishing International', 'Year': '1997', 'Language': 'en'}"
3,Gold of Our Fathers (A Darko Dawson Mystery),9781616958046,"{'ISBN-13': '9781616958046', 'Title': 'Gold Of Our Fathers', 'Authors': ['Kwei Quartey'], 'Publisher': 'Soho Crime', 'Year': '2017', 'Language': 'en'}"
4,"Rules of the Game: A Stardust, Texas Novel",9780062311283,"{'ISBN-13': '9780062311283', 'Title': 'Rules Of The Game - A Stardust, Texas Novel', 'Authors': ['Lori Wilde'], 'Publisher': 'Avon', 'Year': '2015', 'Language': 'en'}"
5,Nobody Told Me: What You Need to Know About the Physical and Emotional Consequences of Sex Outside of Marriage,9780800725914,"{'ISBN-13': '9780800725914', 'Title': 'Nobody Told Me - What You Need To Know About The Physical And Emotional Consequences Of Sex Outside Of Marriage', 'Authors': ['Pam Stenzel', 'Melissa Nesdahl'], 'Publisher': 'Revell', 'Year': '2011', 'Language': 'en'}"
6,. . . If You Traveled on the Underground Railroad,9780590451567,"{'ISBN-13': '9780590451567', 'Title': 'If You Traveled On The Underground Railroad', 'Authors': ['Ellen Levine'], 'Publisher': 'Scholastic Paperbacks', 'Year': '1993', 'Language': 'en'}"
7,With Wolfe in Canada: Or the Winning of a Continent (Works of G. A. Henty),9781536860931,"{'ISBN-13': '9781536860931', 'Title': 'With Wolfe In Canada - Or, The Winning Of A Continent', 'Authors': ['G. A. Henty'], 'Publisher': 'Createspace Independent Publishing Platform', 'Year': '2016', 'Language': 'en'}"
8,Danger in the Shadows (Prequel to The O'Malley Series),9781414310558,"{'ISBN-13': '9781414310558', 'Title': 'Danger In The Shadows', 'Authors': ['Dee Henderson'], 'Publisher': 'Tyndale House Publishers, Inc.', 'Year': '2005', 'Language': 'en'}"
9,Day: A Novel,9780809023097,"{'ISBN-13': '9780809023097', 'Title': 'Day - A Novel', 'Authors': ['Elie Wiesel'], 'Publisher': 'Macmillan', 'Year': '2006', 'Language': 'en'}"
