,0,1,2
0,Drifting Clouds: Between China and Australia,9781876957049,"{'ISBN-13': '9781876957049', 'Title': 'Drifting Clouds Between China And Australia', 'Authors': ['Wei-ping Liu'], 'Publisher': 'Between China and Australia', 'Year': '2002', 'Language': 'en'}"
1,Lola at the Library,9781580891424,"{'ISBN-13': '9781580891424', 'Title': 'Lola At The Library', 'Authors': ['Anna McQuinn'], 'Publisher': 'Charlesbridge Publishing', 'Year': '2006', 'Language': 'en'}"
2,"Mommy, Mama, and Me",9781582462639,"{'ISBN-13': '9781582462639', 'Title': 'Mommy, Mama, And Me', 'Authors': ['Leslǎ Newman'], 'Publisher': '', 'Year': '2009', 'Language': 'en'}"
3,"Grey Knights: Sons of Titan (Warhammer 40,000)",9781784962760,"{'ISBN-13': '9781784962760', 'Title': 'Sons Of Titan', 'Authors': ['David Annandale'], 'Publisher': 'Black Library', 'Year': '2016', 'Language': 'en'}"
4,"Modern English Drama: Dryden, Sheridan, Goldsmith, Shelley, Browning, Byron: Part 18 Harvard Classics",9781162626864,{}
5,Writing the Mystery: Second Edition,9781890768638,"{'ISBN-13': '9781890768638', 'Title': 'Writing The Mystery - A Start-To-Finish Guide For Both Novice And Professional', 'Authors': ['G. Miki Hayden'], 'Publisher': 'Big Earth Publishing', 'Year': '2004', 'Language': 'en'}"
6,Golf The Best Instruction Collection Ever!,9781603203999,"{'ISBN-13': '9781603203999', 'Title': 'Golf The Best Instruction Collection Ever!', 'Authors': ['Editors of Golf Magazine'], 'Publisher': 'Liberty Street', 'Year': '2011', 'Language': 'en'}"
7,Seeds (Plant Parts),9781515742463,"{'ISBN-13': '9781515742463', 'Title': 'Seeds', 'Authors': ['Vijaya Khisty Bodach'], 'Publisher': 'Capstone', 'Year': '2016', 'Language': 'en'}"
8,Damaged Good,9780932966391,"{'ISBN-13': '9780932966391', 'Title': 'Damaged Goods', 'Authors': ['Thomas Friedmann'], 'Publisher': 'Permanent Press (NY)', 'Year': '1984', 'Language': 'en'}"
9,When Summer Comes (Whiskey Creek),9780778314233,"{'ISBN-13': '9780778314233', 'Title': 'When Summer Comes', 'Authors': ['Brenda Novak'], 'Publisher': 'MIRA', 'Year': '2013', 'Language': 'en'}"
