,0,1,2
0,United: Thoughts on Finding Common Ground and Advancing the Common Good,9781101965184,"{'ISBN-13': '9781101965184', 'Title': 'United - Thoughts On Finding Common Ground And Advancing The Common Good', 'Authors': ['Cory Booker'], 'Publisher': '', 'Year': '2017', 'Language': 'en'}"
1,"A Kids' Guide to America's Bill of Rights: Curfews, Censorship, and the 100-Pound Giant",9780380974979,"{'ISBN-13': '9780380974979', 'Title': ""A Kids' Guide To America's Bill Of Rights - Curfews, Censorship, And The 100-Pound Giant"", 'Authors': ['Kathleen Krull'], 'Publisher': 'Harper Collins', 'Year': '1999', 'Language': 'en'}"
2,Vocabulary from Classical Roots - C,9780838822562,"{'ISBN-13': '9780838822562', 'Title': 'Vocabulary From Classical Roots', 'Authors': ['Norma Fifer'], 'Publisher': 'Educators Pub Svc Incorporated', 'Year': '1990', 'Language': 'en'}"
3,2.5 Minute Ride and 101 Most Humiliating Stories,9781559361811,"{'ISBN-13': '9781559361811', 'Title': '2.5 Minute Ride - And, 101 Humiliating Stories', 'Authors': ['Lisa Kron'], 'Publisher': 'Soft Skull Press', 'Year': '2001', 'Language': 'en'}"
4,Growing Up (Facts of Life Series),9780746031421,"{'ISBN-13': '9780746031421', 'Title': 'Growing Up', 'Authors': ['Susan Meredith'], 'Publisher': 'Edc Pub', 'Year': '1997', 'Language': 'en'}"
5,Don't Let the Spoon Get Taken Out of Your Mouth,9781448952687,"{'ISBN-13': '9781448952687', 'Title': ""Don't Let The Spoon Get Taken Out Of Your Mouth"", 'Authors': ['Wayne P. Jackson'], 'Publisher': 'America Star Books', 'Year': '2010', 'Language': 'en'}"
6,"INTERNET PREDATORS - How To Keep Our Children Safe Online (internet predators,,Safe Children,predators, Predators,Online Predators)",9781475856590,"{'ISBN-13': '9781475856590', 'Title': 'Online Predators, An Internet Insurgency - A Field Manual For Teaching And Parenting In The Digital Arena', 'Authors': ['Jeffrey A. Lee'], 'Publisher': 'Rowman & Littlefield Publishers', 'Year': '2020', 'Language': 'en'}"
7,Inner Circle (Wives Association),9781936399468,"{'ISBN-13': '9781936399468', 'Title': 'Inner Circle', 'Authors': ['Evelyn Lozada', 'Courtney Parker'], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
8,A Fish Out of Water (Beginner Books),9780394800233,"{'ISBN-13': '9780394800233', 'Title': 'A Fish Out Of Water', 'Authors': ['Helen Palmer'], 'Publisher': 'Random House Books for Young Readers', 'Year': '1961', 'Language': 'en'}"
9,Remnants of Crypto-Jews Among Hispanic Americans,9780915745562,"{'ISBN-13': '9780915745562', 'Title': 'Remnants Of Crypto-Jews Among Hispanic Americans', 'Authors': ['Gloria Golden'], 'Publisher': '', 'Year': '2005', 'Language': 'en'}"
