,0,1,2
0,Daniel's True Desire (True Gentlemen),9781492621058,"{'ISBN-13': '9781492621058', 'Title': ""Daniel's True Desire"", 'Authors': ['Grace Burrowes'], 'Publisher': 'Sourcebooks Casablanca', 'Year': '2015', 'Language': 'en'}"
1,The Stonekeeper (Amulet #1),9780439846813,"{'ISBN-13': '9780439846813', 'Title': 'The Stonekeeper', 'Authors': ['Kazu Kibuishi'], 'Publisher': 'Hippo Books', 'Year': '2008', 'Language': 'en'}"
2,"Chameleon, Chameleon",9780439666534,"{'ISBN-13': '9780439666534', 'Title': 'Chameleon, Chameleon', 'Authors': ['Joy Cowley'], 'Publisher': '', 'Year': '2005', 'Language': 'en'}"
3,Your Sexuality (Ripped from the Headlines),9781602170094,"{'ISBN-13': '9781602170094', 'Title': 'Your Sexuality', 'Authors': ['Kris Hirschmann'], 'Publisher': '', 'Year': '2007', 'Language': 'en'}"
4,They Who Fell (Volume 1),9781500746346,"{'ISBN-13': '9781500746346', 'Title': 'They Who Fell', 'Authors': ['Kevin Kneupper'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
5,Louis L'Amour Collection,9781598875447,{}
6,It's Only Love (A Green Mountain Romance),9780425275504,"{'ISBN-13': '9780425275504', 'Title': ""It's Only Love"", 'Authors': ['Marie Force'], 'Publisher': 'Berkley Books', 'Year': '2015', 'Language': 'en'}"
7,Animal 2: The Omen,9781936399291,"{'ISBN-13': '9781936399291', 'Title': 'Animal 2 - The Omen', 'Authors': [""K'wan""], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
8,Play On (Lorimer Sports Stories),9781550288568,"{'ISBN-13': '9781550288568', 'Title': 'Play On', 'Authors': ['Sandra Diersch'], 'Publisher': 'James Lorimer &amp; Company', 'Year': '2004', 'Language': 'en'}"
9,Macbeth,9780743477109,"{'ISBN-13': '9780743477109', 'Title': 'Macbeth', 'Authors': ['William Shakespeare'], 'Publisher': 'Simon and Schuster', 'Year': '2003', 'Language': 'en'}"
