,0,1,2
0,The Hand You're Dealt,9781416939900,"{'ISBN-13': '9781416939900', 'Title': ""The Hand You're Dealt"", 'Authors': ['Paul Volponi'], 'Publisher': 'Atheneum Books for Young Readers', 'Year': '2010', 'Language': 'en'}"
1,"Letters and Papers from Prison (Dietrich Bonhoeffer Works, Vol. 8)",did not work,did not work
2,Betrayed (A House of Night),9780312360283,"{'ISBN-13': '9780312360283', 'Title': 'Betrayed - A House Of Night Novel', 'Authors': ['P. C. Cast', 'Kristin Cast'], 'Publisher': ""St. Martin's Griffin"", 'Year': '2007', 'Language': 'en'}"
3,Rice Is Life,9780805057195,"{'ISBN-13': '9780805057195', 'Title': 'Rice Is Life', 'Authors': ['Rita Golden Gelman'], 'Publisher': 'Henry Holt and Company (BYR)', 'Year': '2000', 'Language': 'en'}"
4,The Legend of Sleepy Hollow and Other Stories (Dover Thrift Editions),9780486466583,"{'ISBN-13': '9780486466583', 'Title': 'The Legend Of Sleepy Hollow And Other Stories', 'Authors': ['Washington Irving'], 'Publisher': 'Courier Corporation', 'Year': '2008', 'Language': 'en'}"
5,Fade,9780385731348,"{'ISBN-13': '9780385731348', 'Title': 'Fade', 'Authors': ['Robert Cormier'], 'Publisher': 'Delacorte Books for Young Readers', 'Year': '2004', 'Language': 'en'}"
6,Changeling Rites of Spring *OP (Changeling: The Lost),9781588467164,"{'ISBN-13': '9781588467164', 'Title': 'Rites Of Spring', 'Authors': ['Jess Hartley', 'John Snead', 'Ethan Skemp', 'Travis Stout'], 'Publisher': 'White Wolf Pub', 'Year': '2008', 'Language': 'en'}"
7,GURPS Psionic Powers,9781556347986,"{'ISBN-13': '9781556347986', 'Title': 'Gurps Psionic Powers', 'Authors': ['Steve Jackson Games'], 'Publisher': 'Steve Jackson Games', 'Year': '2009', 'Language': 'en'}"
8,There's a Sheep in my Bathtub: Birth of a Mongolian Church Planting Movement,9780979905605,"{'ISBN-13': '9780979905605', 'Title': ""There's A Sheep In My Bathtub - Birth Of A Mongolian Church Planting Movement"", 'Authors': ['Brian Hogan'], 'Publisher': 'William Carey Library Pub', 'Year': '2008', 'Language': 'en'}"
9,Little Melba and Her Big Trombone,9781600608988,"{'ISBN-13': '9781600608988', 'Title': 'Little Melba And Her Big Trombone', 'Authors': ['Katheryn Russell-Brown'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
