,0,1,2
0,Modern Chemistry: Student Edition 2009,9780030367861,"{'ISBN-13': '9780030367861', 'Title': 'Modern Chemistry', 'Authors': ['Holt Rinehart Winston', 'Raymond E. Davis', 'Regina Faye Frey', 'Mickey Sarquis', 'Jerry L. Sarquis'], 'Publisher': 'Holt Rinehart & Winston', 'Year': '2008', 'Language': 'en'}"
1,The Story of Diva and Flea,9781484722848,"{'ISBN-13': '9781484722848', 'Title': 'The Story Of Diva And Flea', 'Authors': ['Mo Willems'], 'Publisher': 'Disney-Hyperion', 'Year': '2015', 'Language': 'en'}"
2,On Trek in Kordofan: The Diaries of a British District Officer in the Sudan 1931-1933 (Oriental and African Archives),9780197261286,"{'ISBN-13': '9780197261286', 'Title': 'On Trek In Kordofan - The Diaries Of A British District Officer In The Sudan, 1931-1933', 'Authors': ['Cyril Alexander Edward Lea'], 'Publisher': 'Oxford University Press, USA', 'Year': '1994', 'Language': 'en'}"
3,A Turn for the Bad: A County Cork Mystery,9780425273425,"{'ISBN-13': '9780425273425', 'Title': 'A Turn For The Bad', 'Authors': ['Sheila Connolly'], 'Publisher': 'Berkley', 'Year': '2016', 'Language': 'en'}"
4,The Classic Fairy Tales (Norton Critical Editions),9780393602975,"{'ISBN-13': '9780393602975', 'Title': 'The Classic Fairy Tales', 'Authors': ['Maria Tatar'], 'Publisher': 'W. W. Norton', 'Year': '2016', 'Language': 'en'}"
5,Children of Noah,9780691009681,"{'ISBN-13': '9780691009681', 'Title': 'The Children Of Noah - Jewish Seafaring In Ancient Times', 'Authors': ['Raphael Patai'], 'Publisher': 'Princeton University Press', 'Year': '1999', 'Language': 'en'}"
6,Always (Emma Dodd's Love You Books),9780763675448,"{'ISBN-13': '9780763675448', 'Title': 'Always', 'Authors': ['Emma Dodd'], 'Publisher': 'Templar Books', 'Year': '2014', 'Language': 'en'}"
7,"The Letters of Ernest Hemingway: Volume 3, 1926-1929 (The Cambridge Edition of the Letters of Ernest Hemingway)",9780521897358,"{'ISBN-13': '9780521897358', 'Title': 'The Letters Of Ernest Hemingway: Volume 3, 1926-1929', 'Authors': ['Ernest Hemingway'], 'Publisher': 'Cambridge University Press', 'Year': '2015', 'Language': 'en'}"
8,"Black, Blue & Gray: African Americans In The Civil War",9780689806551,"{'ISBN-13': '9780689806551', 'Title': 'Black, Blue & Gray - African Americans In The Civil War', 'Authors': ['James Haskins'], 'Publisher': 'Simon & Schuster', 'Year': '1998', 'Language': 'en'}"
9,The Darkest Part of the Forest,9780316213073,"{'ISBN-13': '9780316213073', 'Title': 'The Darkest Part Of The Forest', 'Authors': ['Holly Black'], 'Publisher': 'Little, Brown Books for Young Readers', 'Year': '2015', 'Language': 'en'}"
