,0,1,2
0,Montana Creeds: Dylan (The Montana Creeds),9780373788958,"{'ISBN-13': '9780373788958', 'Title': 'Dylan', 'Authors': ['Linda Lael Miller'], 'Publisher': 'HQN Books', 'Year': '2015', 'Language': 'en'}"
1,Brokedown Cowboy (Copper Ridge),9780373788422,"{'ISBN-13': '9780373788422', 'Title': 'Brokedown Cowboy', 'Authors': ['Maisey Yates'], 'Publisher': 'HQN Books', 'Year': '2015', 'Language': 'en'}"
2,Paloma and the Horse Traders (The Spanish Brand Series Book 3),9781603819909,"{'ISBN-13': '9781603819909', 'Title': 'Paloma And The Horse Traders', 'Authors': ['Carla Kelly'], 'Publisher': 'Camel Press', 'Year': '2015', 'Language': 'en'}"
3,Caroline and the Raider,9780671676384,"{'ISBN-13': '9780671676384', 'Title': 'Caroline And The Raider', 'Authors': ['Linda Lael Miller'], 'Publisher': 'Pocket Books', 'Year': '1992', 'Language': 'en'}"
4,One Heart to Win,9781476714288,"{'ISBN-13': '9781476714288', 'Title': 'One Heart To Win', 'Authors': ['Johanna Lindsey'], 'Publisher': 'Simon and Schuster', 'Year': '2014', 'Language': 'en'}"
5,Under Cheyenne Skies,9781587492433,"{'ISBN-13': '9781587492433', 'Title': 'Under Cheyenne Skies', 'Authors': ['Renee Waznis'], 'Publisher': 'Awe Struck E Books', 'Year': '2002', 'Language': 'en'}"
6,Cowboy Take Me Away,9781611295467,"{'ISBN-13': '9781611295467', 'Title': 'Cowboy, Take Me Away', 'Authors': ['Kathleen Eagle'], 'Publisher': '', 'Year': '2011', 'Language': 'en'}"
7,Under a Falling Star (Prairie Hearts),9781511326186,{}
8,Love Somebody Like You (A Caribou Crossing Romance),9781420135787,"{'ISBN-13': '9781420135787', 'Title': 'Love Somebody Like You', 'Authors': ['Susan Fox'], 'Publisher': 'Zebra Books', 'Year': '2015', 'Language': 'en'}"
9,Book of Us: A Journal of Your Love Story in 150 Questions,9780786864775,{}
