,0,1,2
0,The Steampunk User's Manual: An Illustrated Practical and Whimsical Guide to Creating Retro-futurist Dreams,9781419708985,"{'ISBN-13': '9781419708985', 'Title': ""The Steampunk User's Manual - An Illustrated Practical And Whimsical Guide To Creating Retro-Futurist Dreams"", 'Authors': ['Jeff VanderMeer', 'Desirina Boskovich'], 'Publisher': 'Harry N. Abrams', 'Year': '2014', 'Language': 'en'}"
1,A Slip of the Keyboard: Collected Nonfiction,9780804169226,"{'ISBN-13': '9780804169226', 'Title': 'A Slip Of The Keyboard - Collected Nonfiction', 'Authors': ['Terence David John Pratchett', 'Terry Pratchett'], 'Publisher': 'Anchor Books', 'Year': '2015', 'Language': 'en'}"
2,Afrofuturism: The World of Black Sci-Fi and Fantasy Culture,9781613747964,"{'ISBN-13': '9781613747964', 'Title': 'Afrofuturism - The World Of Black Sci-Fi And Fantasy Culture', 'Authors': ['Ytasha Womack'], 'Publisher': 'Chicago Review Press', 'Year': '2013', 'Language': 'en'}"
3,The Cthulhu Mythos Encyclopedia,9781934501054,"{'ISBN-13': '9781934501054', 'Title': 'The Cthulhu Mythos Encyclopedia', 'Authors': ['Daniel Harms'], 'Publisher': 'Elder Signs Press', 'Year': '2008', 'Language': 'en'}"
4,The New Essential Guide to Alien Species (Star Wars),9780345477606,"{'ISBN-13': '9780345477606', 'Title': 'Star Wars - The New Essential Guide To Alien Species', 'Authors': ['Ann Margaret Lewis', 'Helen Keier'], 'Publisher': 'Star Wars Library', 'Year': '2006', 'Language': 'en'}"
5,The Martian: A Novel by Andy Weir | Unofficial Summary & Analysis,9781517530938,"{'ISBN-13': '9781517530938', 'Title': 'The Martian - Summary & Analysis', 'Authors': ['SuperRead Books'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
6,Tolkien's World from A to Z: The Complete Guide to Middle-Earth,9780345449764,"{'ISBN-13': '9780345449764', 'Title': 'The Complete Guide To Middle-Earth - From The Hobbit Through The Lord Of The Rings And Beyond', 'Authors': ['Robert Foster'], 'Publisher': 'Random House Digital, Inc.', 'Year': '2001', 'Language': 'en'}"
7,The Science of Harry Potter: How Magic Really Works,9780142003558,"{'ISBN-13': '9780142003558', 'Title': 'The Science Of Harry Potter - How Magic Really Works', 'Authors': ['Roger Highfield'], 'Publisher': 'Penguin', 'Year': '2003', 'Language': 'en'}"
8,"Stephen King's The Dark Tower: The Complete Concordance, Revised and Updated",did not work,did not work
9,Frankenstein (Case Studies in Contemporary Criticism),9780312463182,"{'ISBN-13': '9780312463182', 'Title': 'Frankenstein', 'Authors': ['Mary Shelley', 'Johanna M. Smith'], 'Publisher': 'Bedford', 'Year': '2016', 'Language': 'en'}"
