,0,1,2
0,101 Science Fiction Writing Prompts: Volume 1 (SpecFicWrit),9781515299370,"{'ISBN-13': '9781515299370', 'Title': '101 Science Fiction Writing Prompts', 'Authors': ['J. Dodson'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
1,How to Write Science Fiction and Fantasy writers digest genre writing series 1990 hardback how to spin a dream a wish or a speculation into a vivid convincing tale of human possibilities,9780898794168,"{'ISBN-13': '9780898794168', 'Title': 'How To Write Science Fiction And Fantasy', 'Authors': ['Orson Scott Card'], 'Publisher': 'Writers Digest Books', 'Year': '1990', 'Language': 'en'}"
2,The Language in Science Fiction and Fantasy: The Question of Style,9781847063014,"{'ISBN-13': '9781847063014', 'Title': 'The Language In Science Fiction And Fantasy - The Question Of Style', 'Authors': ['Susan Mandala'], 'Publisher': 'A&C Black', 'Year': '2010', 'Language': 'en'}"
3,The Purpose of Fantasy: A Reader's Guide to Twelve Selected Books with Good Values and Spiritual Depth,9781883953645,"{'ISBN-13': '9781883953645', 'Title': ""The Purpose Of Fantasy - A Reader's Guide To Twelve Selected Books With Good Values And Spiritual Depth"", 'Authors': ['Philip Martin'], 'Publisher': 'Crispin Books', 'Year': '2013', 'Language': 'en'}"
4,"Writers of the Future, Vol 26 (L. Ron Hubbard Presents Writers of the Future)",did not work,did not work
5,Borderlands of Science: How to Think Like a Scientist and Write Science Fiction,9780671319533,"{'ISBN-13': '9780671319533', 'Title': 'Borderlands Of Science - How To Think Like A Scientist And Write Science Fiction', 'Authors': ['Charles Sheffield'], 'Publisher': '', 'Year': '2000', 'Language': 'en'}"
6,Wisdom of the Sand: Philosophy and Frank Herbert's Dune (Critical Bodies),9781612890098,"{'ISBN-13': '9781612890098', 'Title': ""The Wisdom Of The Sand - Philosophy And Frank Herbert's Dune"", 'Authors': ['Kevin C. Williams'], 'Publisher': 'Hampton Press (NJ)', 'Year': '2013', 'Language': 'en'}"
7,J.R.R. Tolkien: A Biography (Greenwood Biographies),9780313361753,"{'ISBN-13': '9780313361753', 'Title': 'J.R.R. Tolkien - A Biography', 'Authors': ['Leslie Ellen Jones'], 'Publisher': 'Greenwood Publishing Group', 'Year': '2003', 'Language': 'en'}"
8,Science Fiction and Speculative Fiction: Challenging Genres,9789462093782,"{'ISBN-13': '9789462093782', 'Title': 'Science Fiction And Speculative Fiction - Challenging Genres', 'Authors': ['P. L. Thomas'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
9,Return to Rairarubia (Rairarubia Tales),9781882897445,"{'ISBN-13': '9781882897445', 'Title': 'Return To Rairarubia', 'Authors': ['W. Royce Adams'], 'Publisher': 'Rairarubia Books', 'Year': '2000', 'Language': 'en'}"
