,0,1,2
0,Move Your Blooming Corpse: An Eliza Doolittle & Henry Higgins Mystery,9781531814120,{}
1,Claudette Colvin: Twice Toward Justice,9780312661052,"{'ISBN-13': '9780312661052', 'Title': 'Claudette Colvin - Twice Toward Justice', 'Authors': ['Phillip Hoose'], 'Publisher': 'Macmillan', 'Year': '2011', 'Language': 'en'}"
2,The Trials of Apollo Book One The Hidden Oracle,9781484732748,"{'ISBN-13': '9781484732748', 'Title': 'The Trials Of Apollo Book One The Hidden Oracle', 'Authors': ['Rick Riordan'], 'Publisher': 'Disney-Hyperion', 'Year': '2016', 'Language': 'en'}"
3,Jonas Salk and the Polio Vaccine (Inventions and Discovery),9781476505855,{}
4,Operation Red Jericho (The Guild of Specialists),9780763626341,"{'ISBN-13': '9780763626341', 'Title': 'Operation Red Jericho', 'Authors': ['Joshua Mowll'], 'Publisher': 'Candlewick Press (MA)', 'Year': '2005', 'Language': 'en'}"
5,The Lonely Planet Kids Amazing World Atlas: Bringing the World to Life,9781743604335,"{'ISBN-13': '9781743604335', 'Title': 'World Atlas - Bringing The World To Life', 'Authors': ['Deborah Murrell', 'Philip Steele', 'Lonely Planet Publications (Firm)'], 'Publisher': 'Lonely Planet', 'Year': '2014', 'Language': 'en'}"
6,The World Is Round: Poems,9780810152335,"{'ISBN-13': '9780810152335', 'Title': 'The World Is Round - Poems', 'Authors': ['Nikky Finney'], 'Publisher': 'Triquarterly', 'Year': '2013', 'Language': 'en'}"
7,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",9781368051460,"{'ISBN-13': '9781368051460', 'Title': 'Percy Jackson And The Olympians, Book Four The Battle Of The Labyrinth', 'Authors': ['Rick Riordan'], 'Publisher': 'Disney-Hyperion', 'Year': '2020', 'Language': 'en'}"
8,The Long Goodbye,9780394757681,"{'ISBN-13': '9780394757681', 'Title': 'The Long Goodbye', 'Authors': ['Raymond Chandler'], 'Publisher': 'Vintage', 'Year': '1954', 'Language': 'en'}"
9,Who Was Isaac Newton?,9780448479132,"{'ISBN-13': '9780448479132', 'Title': 'Who Was Isaac Newton?', 'Authors': ['Janet B. Pascal', 'Who HQ'], 'Publisher': 'Penguin', 'Year': '2014', 'Language': 'en'}"
