,0,1,2
0,"Teatro sin fin/ Endless Theatre: Tragedias, comedias y mimodramas/ Tragedies, Comedies and Mimodramas (Spanish Edition)",9788498411270,"{'ISBN-13': '9788498411270', 'Title': 'Teatro sin fin - tragedias, comedias y mimodramas', 'Authors': ['Alejandro Jodorowsky'], 'Publisher': 'Siruela', 'Year': '2007', 'Language': 'es'}"
1,I'm Not Her,9781402256363,"{'ISBN-13': '9781402256363', 'Title': ""I'm Not Her"", 'Authors': ['Janet Gurtler'], 'Publisher': 'Sourcebooks, Inc.', 'Year': '2011', 'Language': 'en'}"
2,The Road Back to Sweetgrass,9780816699162,"{'ISBN-13': '9780816699162', 'Title': 'The Road Back To Sweetgrass', 'Authors': ['Linda Legarde Grover'], 'Publisher': '', 'Year': '2016', 'Language': 'en'}"
3,Ginger: My Story,9780747238508,"{'ISBN-13': '9780747238508', 'Title': 'Ginger - My Story', 'Authors': ['Ginger Rogers'], 'Publisher': '', 'Year': '1992', 'Language': 'en'}"
4,A Gala Event (An Orchard Mystery),9780425275818,"{'ISBN-13': '9780425275818', 'Title': 'A Gala Event', 'Authors': ['Sheila Connolly'], 'Publisher': 'Berkley', 'Year': '2015', 'Language': 'en'}"
5,Reading Revolution: Shakespeare on Robben Island,9781608462728,"{'ISBN-13': '9781608462728', 'Title': 'Reading Revolution - Shakespeare On Robben Island', 'Authors': ['Ashwin Desai'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
6,One Hundred Years of Solitude,9780060883287,"{'ISBN-13': '9780060883287', 'Title': 'One Hundred Years Of Solitude', 'Authors': ['Gabriel Garcia Marquez'], 'Publisher': 'Harper Perennial Modern Classics', 'Year': '2006', 'Language': 'en'}"
7,Cowboy Heat: Hell Yeah! Series,9781519518286,"{'ISBN-13': '9781519518286', 'Title': 'Cowboy Heat', 'Authors': ['Sable Hunter'], 'Publisher': 'Createspace Independent Publishing Platform', 'Year': '2015', 'Language': 'en'}"
8,"State Department Counterintelligence: Leaks, Spies, and Lies",9781612542157,"{'ISBN-13': '9781612542157', 'Title': 'State Department Counterintelligence - Leaks, Spies, And Lies', 'Authors': ['Robert David Booth'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
9,Pilates for Beginners (From Couch to Conditioned: A Beginner's Guide to Getting Fit),9781448848157,"{'ISBN-13': '9781448848157', 'Title': 'Pilates For Beginners', 'Authors': ['Denis Kennedy', 'Dominique Jansen', 'Dr. Sian Williams'], 'Publisher': 'The Rosen Publishing Group, Inc', 'Year': '2011', 'Language': 'en'}"
