,0,1,2
0,Stranger to the Game: The Autobiography of Bob Gibson,9781522694793,{}
1,The Wisdom of Wooden:  My Century On and Off the Court,9780071751162,"{'ISBN-13': '9780071751162', 'Title': 'The Wisdom Of Wooden: My Century On And Off The Court', 'Authors': ['John Wooden', 'Steve Jamison'], 'Publisher': 'Mcgraw-hill', 'Year': '2010', 'Language': 'en'}"
2,A Quiet Shelter There,9780692497104,"{'ISBN-13': '9780692497104', 'Title': 'A Quiet Shelter There', 'Authors': ['Gerri Leen'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,9780316067607,"{'ISBN-13': '9780316067607', 'Title': 'Lone Survivor - The Eyewitness Account Of Operation Redwing And The Lost Heroes Of SEAL Team 10', 'Authors': ['Marcus Luttrell'], 'Publisher': 'Back Bay Books', 'Year': '2008', 'Language': 'en'}"
4,Buddhist Stories (Storyteller),9781783880065,"{'ISBN-13': '9781783880065', 'Title': 'Buddhist Stories', 'Authors': ['Anita Ganeri'], 'Publisher': 'Storyteller S.', 'Year': '2014', 'Language': 'en'}"
5,The Hidden Man (Jason Kolarich),9780425237410,"{'ISBN-13': '9780425237410', 'Title': 'The Hidden Man', 'Authors': ['David Ellis'], 'Publisher': 'Penguin', 'Year': '2011', 'Language': 'en'}"
6,Even in Darkness: A Novel,9781631529566,"{'ISBN-13': '9781631529566', 'Title': 'Even In Darkness', 'Authors': ['Barbara Stark-Nemon'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
7,"Seven Prayers That Can Change Your Life: How to Use Jewish Spiritual Wisdom to Enhance Your Health, Relationships, and Daily Effectiveness",9780595370139,"{'ISBN-13': '9780595370139', 'Title': 'Seven Prayers That Can Change Your Life - How To Use Jewish Spiritual Wisdom To Enhance Your Health, Relationships, And Daily Effectiveness', 'Authors': ['Leonard Felder'], 'Publisher': '', 'Year': '2005', 'Language': 'en'}"
8,Aztlan: A Shadowrun Sourcebook (Shadowrun 7213),9781555602574,"{'ISBN-13': '9781555602574', 'Title': 'Aztlan - A Shadowrun Sourcebook', 'Authors': ['Nigel D. Findley'], 'Publisher': 'FASA Corporation', 'Year': '1995', 'Language': 'en'}"
9,Star Trek: The Original Series: Savage Trade,9781476765501,"{'ISBN-13': '9781476765501', 'Title': 'Star Trek: The Original Series: Savage Trade', 'Authors': ['Tony Daniel'], 'Publisher': 'Simon and Schuster', 'Year': '2015', 'Language': 'en'}"
