,0,1,2
0,Die Again Tomorrow,9780786034918,"{'ISBN-13': '9780786034918', 'Title': 'Die Again Tomorrow', 'Authors': ['Kira Peikoff'], 'Publisher': 'Pinnacle Books', 'Year': '2015', 'Language': 'en'}"
1,Six Records of a Life Adrift (Hackett Classics),9781603841986,"{'ISBN-13': '9781603841986', 'Title': 'Six Records Of A Life Adrift', 'Authors': ['Fu Shen', 'Graham Sanders'], 'Publisher': 'Hackett Publishing', 'Year': '2011', 'Language': 'en'}"
2,Honor Reclaimed,9781522670650,{}
3,The Last Juror: A Novel,9780440246022,"{'ISBN-13': '9780440246022', 'Title': 'The Last Juror', 'Authors': ['John Grisham'], 'Publisher': 'Dell', 'Year': '2012', 'Language': 'en'}"
4,The Narrows (Harry Bosch),9780446611640,"{'ISBN-13': '9780446611640', 'Title': 'The Narrows', 'Authors': ['Michael Connelly'], 'Publisher': 'Grand Central Pub', 'Year': '2005', 'Language': 'en'}"
5,A Christmas to Remember,9780062747235,"{'ISBN-13': '9780062747235', 'Title': 'A Christmas To Remember - An Anthology', 'Authors': ['Lisa Kleypas', 'Lorraine Heath', 'Megan Frampton', 'Vivienne Lorret'], 'Publisher': 'Avon', 'Year': '2017', 'Language': 'en'}"
6,Milkweed (Random House Reader's Circle),9780375861475,"{'ISBN-13': '9780375861475', 'Title': 'Milkweed', 'Authors': ['Jerry Spinelli'], 'Publisher': 'Random House Digital, Inc.', 'Year': '2010', 'Language': 'en'}"
7,Strength in What Remains (Random House Reader's Circle),9780812977615,"{'ISBN-13': '9780812977615', 'Title': 'Strength In What Remains', 'Authors': ['Tracy Kidder'], 'Publisher': 'Random House Trade Paperbacks', 'Year': '2010', 'Language': 'en'}"
8,Fires of Winter (Haardrad Family),9780380757473,"{'ISBN-13': '9780380757473', 'Title': 'Fires Of Winter', 'Authors': ['Johanna Lindsey'], 'Publisher': 'Harper Collins', 'Year': '1980', 'Language': 'en'}"
9,"Emily's ""Nothing to Hide?"" Locking Diary",9780811831055,"{'ISBN-13': '9780811831055', 'Title': 'Emily, Nothing To Hide? - Locked Diary', 'Authors': ['Chronicle Books'], 'Publisher': 'Chronicle Books (CA)', 'Year': '2001', 'Language': 'en'}"
