,0,1,2
0,One in a Bear-llion,9781511817790,"{'ISBN-13': '9781511817790', 'Title': 'One In A Bear-Llion', 'Authors': ['Terry Bolryder'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
1,The Comedy of Errors (Folger Shakespeare Library),9781982156909,"{'ISBN-13': '9781982156909', 'Title': 'The Comedy Of Errors', 'Authors': ['William Shakespeare'], 'Publisher': 'Simon & Schuster', 'Year': '2020', 'Language': 'en'}"
2,"Cloak of the Light: Wars of the Realm, Book 1",9781601425027,"{'ISBN-13': '9781601425027', 'Title': 'Cloak Of The Light', 'Authors': ['Chuck Black'], 'Publisher': 'Multnomah Pub', 'Year': '2014', 'Language': 'en'}"
3,Heresy and Heretics in the Thirteenth Century (Heresy and Inquisition in the Middle Ages),9781903153369,"{'ISBN-13': '9781903153369', 'Title': 'Heresy And Heretics In The Thirteenth Century - The Textual Representations', 'Authors': ['Lucy J. Sackville'], 'Publisher': 'Boydell & Brewer Ltd', 'Year': '2011', 'Language': 'en'}"
4,In Deep Waters: Cruising the Seas,9780739497852,{}
5,"Chicken Soup for the Sports Fan's Soul: Stories of Insight, Inspiration and Laughter in the World of Sport (Chicken Soup for the Soul)",9781558748750,"{'ISBN-13': '9781558748750', 'Title': ""Chicken Soup For The Sports Fan's Soul - 101 Stories Of Insight, Inspiration And Laughter From The World Of Sports"", 'Authors': ['Jack Canfield', 'Mark Donnelly'], 'Publisher': 'Hci', 'Year': '2000', 'Language': 'en'}"
6,Levels of Life (Vintage International),9780345806581,"{'ISBN-13': '9780345806581', 'Title': 'Levels Of Life', 'Authors': ['Julian Barnes'], 'Publisher': 'Vintage Books', 'Year': '2014', 'Language': 'en'}"
7,"Vampires (Mysteries, Legends, and Unexplained Phenomena)",9780791093986,"{'ISBN-13': '9780791093986', 'Title': 'Vampires', 'Authors': ['Rosemary Ellen Guiley'], 'Publisher': 'Chelsea House', 'Year': '2008', 'Language': 'en'}"
8,Cien años de soledad (Spanish Edition),9780307474728,"{'ISBN-13': '9780307474728', 'Title': 'Cien años de soledad', 'Authors': ['Gabriel García Márquez'], 'Publisher': 'Vintage Espanol', 'Year': '2009', 'Language': 'es'}"
9,The Labonte Brothers (Race Car Legends),9780791057582,"{'ISBN-13': '9780791057582', 'Title': 'The Labonte Brothers', 'Authors': ['Janet Hubbard-Brown'], 'Publisher': 'Chelsea House Publications', 'Year': '1998', 'Language': 'en'}"
