,0,1,2
0,A Matter of Trust,9780751538588,"{'ISBN-13': '9780751538588', 'Title': 'A Matter Of Trust', 'Authors': ['Robin Pilcher'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
1,"The Mandie Collection, Vol. 5",9781441260161,"{'ISBN-13': '9781441260161', 'Title': 'The Mandie Collection', 'Authors': ['Lois Gladys Leppard'], 'Publisher': 'Baker Books', 'Year': '2011', 'Language': 'en'}"
2,The Last Point,9780615597225,"{'ISBN-13': '9780615597225', 'Title': 'The Last Point', 'Authors': ['Alana Josephson'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
3,Poems from Homeroom: A Writer's Place to Start,9780805075960,"{'ISBN-13': '9780805075960', 'Title': ""Poems From Homeroom - A Writer's Place To Start"", 'Authors': ['Kathi Appelt'], 'Publisher': 'Owlet Paperbacks', 'Year': '2010', 'Language': 'en'}"
4,Shattered: Stories of Children and War,9780440237655,"{'ISBN-13': '9780440237655', 'Title': 'Shattered - Stories Of Children And War', 'Authors': ['Jennifer Armstrong'], 'Publisher': 'Laurel Leaf', 'Year': '2003', 'Language': 'en'}"
5,Walt Disney Imagineering: A Behind the Dreams Look At Making the Magic Real,9781423107668,"{'ISBN-13': '9781423107668', 'Title': 'Walt Disney Imagineering - A Behind The Dreams Look At Making More Magic Real', 'Authors': ['The imagineers,'], 'Publisher': 'Disney Editions', 'Year': '2010', 'Language': 'en'}"
6,Mohandas Gandhi (Biography (Lerner Hardcover)),9780822549840,"{'ISBN-13': '9780822549840', 'Title': 'Mohandas Gandhi', 'Authors': ['Christopher Martin'], 'Publisher': 'Twenty-First Century Books', 'Year': '2000', 'Language': 'en'}"
7,Frequently Asked Questions About Birth Control (Faq: Teen Life),9781448855612,"{'ISBN-13': '9781448855612', 'Title': 'Frequently Asked Questions About Birth Control', 'Authors': ['Robert Greenberger', 'Beverly Vincent'], 'Publisher': 'The Rosen Publishing Group, Inc', 'Year': '2011', 'Language': 'en'}"
8,Wyatt Earp: Lawman of the American West : Sheriff Del Lejano Oeste (Famous People in American History) (Spanish Edition),9780823941711,"{'ISBN-13': '9780823941711', 'Title': 'Wyatt Earp - Lawman Of The American West / Sheriff Del Oeste Americano', 'Authors': ['Magdalena Alagna'], 'Publisher': 'The Rosen Publishing Group, Inc', 'Year': '2003', 'Language': 'en'}"
9,The Empress and the Silkworm,9780807520093,"{'ISBN-13': '9780807520093', 'Title': 'The Empress And The Silkworm', 'Authors': ['Lily Toy Hong'], 'Publisher': 'Albert Whitman', 'Year': '1995', 'Language': 'en'}"
