,0,1,2
0,The House,9781481413725,"{'ISBN-13': '9781481413725', 'Title': 'The House', 'Authors': ['Christina Lauren'], 'Publisher': 'Simon and Schuster', 'Year': '2015', 'Language': 'en'}"
1,A Farewell To Arms,9780684801469,"{'ISBN-13': '9780684801469', 'Title': 'A Farewell To Arms', 'Authors': ['Ernest Hemingway'], 'Publisher': 'Scribner', 'Year': '1995', 'Language': 'en'}"
2,Lone Star (A Shadowrun Sourcebook),9781555602307,"{'ISBN-13': '9781555602307', 'Title': 'Lone Star', 'Authors': ['Nigel D. Findley', 'Stephen Atkins', 'FASA Corporation'], 'Publisher': 'FASA Corporation', 'Year': '1994', 'Language': 'en'}"
3,Cyberbullying and the Law (Digital & Information Literacy),9781448883660,"{'ISBN-13': '9781448883660', 'Title': 'Cyberbullying And The Law', 'Authors': ['Teppo Harasymiw'], 'Publisher': 'The Rosen Publishing Group, Inc', 'Year': '2012', 'Language': 'en'}"
4,How Can the Poor Be Helped? (At Issue),9780737727173,"{'ISBN-13': '9780737727173', 'Title': 'How Can The Poor Be Helped?', 'Authors': ['Geoff Griffin'], 'Publisher': 'Greenhaven Press, Incorporated', 'Year': '2006', 'Language': 'en'}"
5,"The Collected Plays of Neil Simon, Vol. 3",9780679408895,"{'ISBN-13': '9780679408895', 'Title': ""The Collected Plays Of Neil Simon: Introduction: The Art Of Hindsight. Sweet Charity. They're Playing Our Song. I Ought To Be In Pictures. Fools. The Odd Couple (Female Version). The Brighton Beach Trilogy: Brighton Beach Memoirs, Biloxi Blues, Broadway Bound"", 'Authors': [''], 'Publisher': '', 'Year': '1971', 'Language': 'en'}"
6,The Methuen Drama Book of New American Plays,9781408157015,"{'ISBN-13': '9781408157015', 'Title': 'The Methuen Drama Book Of New American Plays - Stunning; The Road Weeps, The Well Runs Dry; Pullman, WA; Hurt Village; Dying City; The Big Meal', 'Authors': ['Sarah Benson', 'David Adjmi', 'Marcus Gardley', 'Katori Hall', 'Young Jean Lee', 'Dan LeFranc', 'Christopher Shinn'], 'Publisher': 'A&C Black', 'Year': '2013', 'Language': 'en'}"
7,Overweight America (Hot Topics),9781534561472,"{'ISBN-13': '9781534561472', 'Title': 'Obesity - An American Epidemic', 'Authors': ['Emily Mahoney'], 'Publisher': 'Greenhaven Publishing LLC', 'Year': '2017', 'Language': 'en'}"
8,The Soul of St. Andrews: The Life of Old Tom Morris,9781934757789,"{'ISBN-13': '9781934757789', 'Title': 'The Soul Of St. Andrews - The Life Of Old Tom Morris', 'Authors': ['William Tulloch'], 'Publisher': 'Fireship Press', 'Year': '2009', 'Language': 'en'}"
9,El Barroco / The Baroque: Arquitectura y urbanismo / Architecture and Urban Planning (Biblioteca Basica De Arte / Basic Art Library) (Spanish Edition),9788420741833,"{'ISBN-13': '9788420741833', 'Title': 'El Barroco - Arquitectura y Urbanismo', 'Authors': ['Aurora León Alonso', 'Aurora León'], 'Publisher': 'Anaya Infantil', 'Year': '1991', 'Language': 'es'}"
