,0,1,2
0,Bring Me Home for Christmas (A Virgin River Novel),9780778317630,"{'ISBN-13': '9780778317630', 'Title': 'Bring Me Home For Christmas', 'Authors': ['Robyn Carr'], 'Publisher': 'MIRA', 'Year': '2015', 'Language': 'en'}"
1,The Brothers Bulger: How They Terrorized and Corrupted Boston for a Quarter Century,9780446618885,"{'ISBN-13': '9780446618885', 'Title': 'The Brothers Bulger - How They Terrorized And Corrupted Boston For A Quarter Century', 'Authors': ['Howie Carr'], 'Publisher': 'Grand Central Publishing', 'Year': '2006', 'Language': 'en'}"
2,The Wedding Gift,9781250029027,"{'ISBN-13': '9781250029027', 'Title': 'The Wedding Gift', 'Authors': ['Marlen Suyapa Bodden'], 'Publisher': ""St. Martin's Griffin"", 'Year': '2015', 'Language': 'en'}"
3,Two by Taggart,9781508570950,"{'ISBN-13': '9781508570950', 'Title': 'Two By Taggart', 'Authors': ['Molly Taggart'], 'Publisher': 'Createspace Independent Pub', 'Year': '2015', 'Language': 'en'}"
4,Blood of Innocents (Sorcery Ascendant),9780062407252,"{'ISBN-13': '9780062407252', 'Title': 'Blood Of Innocents', 'Authors': ['Mitchell Hogan'], 'Publisher': 'Harper Voyager', 'Year': '2016', 'Language': 'en'}"
5,"From the lowly runways of Presque Isle, Maine to the lofty height of the Empire State Building",9781517512910,"{'ISBN-13': '9781517512910', 'Title': 'From The Lowly Runways Of Presque Isle, Maine To The Lofty Height Of The Empire State Building', 'Authors': ['Ruthe Bantle'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
6,ENTERTAINMENT WEEKLY Twilight: The Complete Journey,9781603201698,"{'ISBN-13': '9781603201698', 'Title': 'ENTERTAINMENT WEEKLY Twilight: The Complete Journey', 'Authors': ['The Editors of Entertainment Weekly'], 'Publisher': 'Liberty Street', 'Year': '2012', 'Language': 'en'}"
7,No Ordinary Woman: The Story of Mary Schäffer Warren,9780921102823,"{'ISBN-13': '9780921102823', 'Title': 'No Ordinary Woman - The Story of Mary Schäffer Warren', 'Authors': ['Janice Sanford Beck'], 'Publisher': 'Rocky Mountain Books Ltd', 'Year': '2001', 'Language': 'en'}"
8,Journey to the Center of the Earth,9781505573947,"{'ISBN-13': '9781505573947', 'Title': 'Journey To The Center Of The Earth', 'Authors': ['Jules Verne'], 'Publisher': 'CreateSpace', 'Year': '2014', 'Language': 'en'}"
9,"Superstars! Trivia, Facts and Quizzes: Cool Facts & Trivia",9781603209311,"{'ISBN-13': '9781603209311', 'Title': 'Superstars! Trivia, Facts And Quizzes - Cool Facts & Trivia', 'Authors': ['Superstars!'], 'Publisher': 'Time Home Entertainment', 'Year': '2012', 'Language': 'en'}"
