,0,1,2
0,Jardín de Venus (Poemas eróticos) (Poesia) (Spanish Edition),9788499535920,"{'ISBN-13': '9788499535920', 'Title': 'La Corona Derribada y Vara de Moises / The Crown and Rod of Moses Demolished', 'Authors': ['Felix Lope De Vega Y Carpio'], 'Publisher': 'Red Ediciones S L', 'Year': '2011', 'Language': 'es'}"
1,A Study in Ashes: Book Three in The Baskerville Affair,9780345537201,"{'ISBN-13': '9780345537201', 'Title': 'A Study In Ashes', 'Authors': ['Emma Jane Holloway'], 'Publisher': 'Del Rey', 'Year': '2013', 'Language': 'en'}"
2,The Family: A Journey into the Heart of the Twentieth Century,9780143125891,"{'ISBN-13': '9780143125891', 'Title': 'The Family - A Journey Into The Heart Of The Twentieth Century', 'Authors': ['David Laskin'], 'Publisher': 'Penguin', 'Year': '2014', 'Language': 'en'}"
3,Homecoming,9780553353891,"{'ISBN-13': '9780553353891', 'Title': 'Homecoming - Reclaiming And Championing Your Inner Child', 'Authors': ['John Bradshaw'], 'Publisher': 'Bantam', 'Year': '1992', 'Language': 'en'}"
4,Dark Hope (The Devil's Assistant) (Volume 1),9781942030003,"{'ISBN-13': '9781942030003', 'Title': 'Dark Hope', 'Authors': ['. H. D. Smith'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
5,A Shade Of Vampire (Shade of Vampire; Book One),9781481280761,"{'ISBN-13': '9781481280761', 'Title': 'A Shade Of Vampire', 'Authors': ['Bella Forrest'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
6,The Post-Human Omnibus: Books 1-4,,{}
7,Called On,,{}
8,Don Cherry's Hockey Stories and Stuff,9780771019562,"{'ISBN-13': '9780771019562', 'Title': ""Don Cherry's Hockey Stories And Stuff"", 'Authors': ['Don Cherry'], 'Publisher': 'McClelland & Stewart Limited', 'Year': '2009', 'Language': 'en'}"
9,To Marry a Scottish Laird,9780062273574,"{'ISBN-13': '9780062273574', 'Title': 'To Marry A Scottish Laird', 'Authors': ['Lynsay Sands'], 'Publisher': 'Avon', 'Year': '2014', 'Language': 'en'}"
