,0,1,2
0,The Karate Almanac,9781565656222,"{'ISBN-13': '9781565656222', 'Title': 'The Karate Almanac', 'Authors': ['Jeremy A. Lazarus', 'Judi A. Lazarus'], 'Publisher': 'Lowell House', 'Year': '1997', 'Language': 'en'}"
1,The Lake in the Clouds: The Shards of Excalibur Book 3,9781989398173,{}
2,The Fifth Sacred Thing,9780553373806,"{'ISBN-13': '9780553373806', 'Title': 'The Fifth Sacred Thing', 'Authors': ['Starhawk'], 'Publisher': 'Bantam', 'Year': '1994', 'Language': 'en'}"
3,China (Countries Around the World),9781432960964,"{'ISBN-13': '9781432960964', 'Title': 'China', 'Authors': ['Patrick Catel'], 'Publisher': 'Capstone', 'Year': '2012', 'Language': 'en'}"
4,The Ribbons Are for Fearlessness: My Journey from Norway to Portugal beneath the Midnight Sun,9781634502382,"{'ISBN-13': '9781634502382', 'Title': 'The Ribbons Are For Fearlessness - My Journey From Norway To Portugal Beneath The Midnight Sun', 'Authors': ['Catrina Davies'], 'Publisher': 'Skyhorse', 'Year': '2016', 'Language': 'en'}"
5,The Countess Conspiracy (Volume 3),9781937248307,"{'ISBN-13': '9781937248307', 'Title': 'The Countess Conspiracy', 'Authors': ['Courtney Milan'], 'Publisher': 'Femtopress', 'Year': '2013', 'Language': 'en'}"
6,Les Miserables (Signet Classics),9780451419439,"{'ISBN-13': '9780451419439', 'Title': 'Les Miserables', 'Authors': ['Victor Hugo'], 'Publisher': 'Signet Classic', 'Year': '2013', 'Language': 'en'}"
7,George! a Guide to All Things Washington,9780976823803,"{'ISBN-13': '9780976823803', 'Title': 'George! - A Guide To All Things Washington', 'Authors': ['Frank E. Grizzard'], 'Publisher': 'Mariner Companies Incorporated', 'Year': '2005', 'Language': 'en'}"
8,The Hidden Child: Youth With Autism (Youth With Special Needs),9781422204245,"{'ISBN-13': '9781422204245', 'Title': 'The Hidden Child: Youth With Autism', 'Authors': ['Sherry Bonnice'], 'Publisher': 'Mason Crest Publishers', 'Year': '2007', 'Language': 'en'}"
9,The Kind Worth Killing: A Novel,9780062450319,"{'ISBN-13': '9780062450319', 'Title': 'The Kind Worth Killing', 'Authors': ['Peter Swanson'], 'Publisher': 'William Morrow', 'Year': '2016', 'Language': 'en'}"
