,0,1,2
0,Awaken The Abs Within: 7 Secrets To Lose Belly Fat,9781468014518,"{'ISBN-13': '9781468014518', 'Title': 'Awaken The Abs Within - 7 Secrets To Lose Belly Fat', 'Authors': ['Brad Gouthro', 'Sherril Inglis'], 'Publisher': 'CreateSpace', 'Year': '2011', 'Language': 'en'}"
1,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,9780307336842,"{'ISBN-13': '9780307336842', 'Title': 'Rule #1 - The Simple Strategy For Successful Investing In Only 15 Minutes A Week!', 'Authors': ['Phil Town'], 'Publisher': 'Currency', 'Year': '2007', 'Language': 'en'}"
2,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,9780805083187,"{'ISBN-13': '9780805083187', 'Title': ""Voyage Of The Turtle - In Pursuit Of The Earth's Last Dinosaur"", 'Authors': ['Carl Safina'], 'Publisher': 'Holt Paperbacks', 'Year': '2007', 'Language': 'en'}"
3,"Understanding and Mastering The Bluebook: A Guide for Students and Practitioners, Third Edition",9781611637748,"{'ISBN-13': '9781611637748', 'Title': 'Understanding And Mastering The Bluebook - A Guide For Students And Practitioners', 'Authors': ['Linda J. Barris'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
4,George Washington's Mount Vernon,9780195136289,"{'ISBN-13': '9780195136289', 'Title': ""George Washington's Mount Vernon - At Home In Revolutionary America"", 'Authors': ['Robert F. Dalzell', 'Lee Baldwin Dalzell'], 'Publisher': 'Oxford University Press', 'Year': '2000', 'Language': 'en'}"
5,"The Rat Brain in Stereotaxic Coordinates: Compact, Sixth Edition",9780123741219,"{'ISBN-13': '9780123741219', 'Title': 'The Rat Brain In Stereotaxic Coordinates', 'Authors': ['George Paxinos', 'Charles Watson'], 'Publisher': '', 'Year': '2007', 'Language': 'en'}"
6,"Grey Knights: Sons of Titan (Warhammer 40,000)",9781784962760,"{'ISBN-13': '9781784962760', 'Title': 'Sons Of Titan', 'Authors': ['David Annandale'], 'Publisher': 'Black Library', 'Year': '2016', 'Language': 'en'}"
7,"Between Man and Beast: An Unlikely Explorer, the Evolution Debates, and the African Adventure that Took the Victorian World by Storm",9780307742438,"{'ISBN-13': '9780307742438', 'Title': 'Between Man And Beast - An Unlikely Explorer And The African Adventure That Took The Victorian World By Storm', 'Authors': ['Monte Reel'], 'Publisher': 'Anchor Books', 'Year': '2013', 'Language': 'en'}"
8,"Dominican Republic/Haiti 1:600 000 Nelles Map (English, French and German Edition)",9783865742209,{}
9,Land and Privilege in Byzantium: The Institution of Pronoia,9781107009622,"{'ISBN-13': '9781107009622', 'Title': 'Land And Privilege In Byzantium - The Institution Of Pronoia', 'Authors': ['Mark C. Bartusis'], 'Publisher': 'Cambridge University Press', 'Year': '2013', 'Language': 'en'}"
