,0,1,2
0,"Microsoft Word 2013 Templates & Forms Quick Reference Guide (Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Card)",9781936220847,"{'ISBN-13': '9781936220847', 'Title': 'Microsoft Word 2013 Templates And Forms Quick Reference Guide (Cheat Sheet Of Instructions, Tips And Shortcuts - Laminated Card)', 'Authors': ['Beezix'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
1,Mechanics of Anisotropic Materials (Engineering Materials),9783319171609,"{'ISBN-13': '9783319171609', 'Title': 'Mechanics Of Anisotropic Materials', 'Authors': ['Jacek J. Skrzypek', 'Artur W. Ganczarski'], 'Publisher': 'Springer', 'Year': '2015', 'Language': 'en'}"
2,The Divine Art of Dying: How to Live Well While Dying,9781611250237,"{'ISBN-13': '9781611250237', 'Title': 'The Divine Art Of Dying - How To Live Well While Dying', 'Authors': ['Karen Speerstra', 'Herbert Anderson'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
3,Cancun Travel Guide: The Top 10 Highlights in Cancun (Globetrotter Guide Books),9781516883479,"{'ISBN-13': '9781516883479', 'Title': 'Cancun Travel Guide - The Top 10 Highlights In Cancun', 'Authors': ['Marc Cook'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
4,Schaum's Outline of Engineering Mechanics Dynamics (Schaum's Outlines),9780071713603,"{'ISBN-13': '9780071713603', 'Title': ""Schaum's Outline Of Engineering Mechanics Dynamics"", 'Authors': ['Merle Potter', 'Charles Best', 'E. Nelson', 'W.G. McLean'], 'Publisher': 'McGraw-Hill Education', 'Year': '2010', 'Language': 'en'}"
5,"God, Power, and Evil: A Process Theodicy",9780664229061,"{'ISBN-13': '9780664229061', 'Title': 'God, Power, And Evil - A Process Theodicy', 'Authors': ['David Ray Griffin'], 'Publisher': 'Westminster John Knox Press', 'Year': '2004', 'Language': 'en'}"
6,"The Rising: Murder, Heartbreak, and the Power of Human Resilience in an American Town",9780147521705,{}
7,Red Scarf Girl: A Memoir of the Cultural Revolution,9780064462082,"{'ISBN-13': '9780064462082', 'Title': 'Red Scarf Girl - A Memoir Of The Cultural Revolution', 'Authors': ['Ji-li Jiang'], 'Publisher': 'Harper Collins', 'Year': '1998', 'Language': 'en'}"
8,"Numerical Computation 1: Methods, Software, and Analysis (Numerical Computation 1 Vol. XVI)",9783540620587,"{'ISBN-13': '9783540620587', 'Title': 'Numerical Computation 1 - Methods, Software, And Analysis', 'Authors': ['Christoph W. Ueberhuber'], 'Publisher': 'Springer Science & Business Media', 'Year': '1997', 'Language': 'en'}"
9,Along the East Broad Top,9780911581089,"{'ISBN-13': '9780911581089', 'Title': 'Along The East Broad Top', 'Authors': ['Donald J. Heimburger'], 'Publisher': '', 'Year': '1987', 'Language': 'en'}"
