,0,1,2
0,Defy Not the Heart,9780380752997,"{'ISBN-13': '9780380752997', 'Title': 'Defy Not The Heart', 'Authors': ['Johanna Lindsey'], 'Publisher': 'Harper Collins', 'Year': '1989', 'Language': 'en'}"
1,The Ultimate Audition Book for Teens Volume 4: 111 One Minute Monologues,9781575253534,"{'ISBN-13': '9781575253534', 'Title': '111 One-Minute Monologues', 'Authors': ['Debbie Lamedman'], 'Publisher': 'Smith & Kraus Pub Incorporated', 'Year': '2002', 'Language': 'en'}"
2,Friends with Full Benefits,9781494298135,"{'ISBN-13': '9781494298135', 'Title': 'Friends With Full Benefits (Friends With... Benefits Series (|))', 'Authors': ['Luke Young'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
3,How to Talk: Meeting the Situations of Personal and Business Life and of Public Address (Classic Reprint),9781330284100,"{'ISBN-13': '9781330284100', 'Title': 'How To Talk - Meeting The Situations Of Personal And Business Life And Of Public Address', 'Authors': ['John Mantle Clapp'], 'Publisher': 'Forgotten Books', 'Year': '2015', 'Language': 'en'}"
4,Diving the Virgin Islands,9781566567435,"{'ISBN-13': '9781566567435', 'Title': 'Dive The Virgin Islands - Complete Guide To Diving And Snorkeling', 'Authors': ['Lawson Wood'], 'Publisher': 'Interlink Books', 'Year': '2009', 'Language': 'en'}"
5,What Do You Stand For? For Kids: A Guide to Building Character,9781575421742,"{'ISBN-13': '9781575421742', 'Title': 'What Do You Stand For? For Kids - A Guide To Building Character', 'Authors': ['Barbara A. Lewis', 'Marjorie Lisovskis'], 'Publisher': 'Free Spirit Publishing', 'Year': '2005', 'Language': 'en'}"
6,McGraw-Hill Education 500 Financial Accounting and Reporting Questions for the CPA Exam (McGraw-Hill's 500 Questions),9780071807074,"{'ISBN-13': '9780071807074', 'Title': 'McGraw-Hill Education 500 Financial Accounting And Reporting Questions For The CPA Exam', 'Authors': ['Vijay Sampath', 'Darrel Surett', 'Denise M. Stefano', 'Frimette Kass-Shraibman'], 'Publisher': 'McGraw-Hill Education', 'Year': '2014', 'Language': 'en'}"
7,Mixed Media Portraits with Pam Carriker: Techniques for Drawing and Painting Faces,9781440338953,"{'ISBN-13': '9781440338953', 'Title': 'Mixed Media Portraits With Pam Carriker - Techniques For Drawing And Painting Faces', 'Authors': ['Pam Carriker'], 'Publisher': 'Penguin', 'Year': '2015', 'Language': 'en'}"
8,The Naked Insurance Auto & Home Owner,9781484088104,"{'ISBN-13': '9781484088104', 'Title': 'The Naked Insurance Auto And Home Owner', 'Authors': ['Michael Carroll'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
9,The Thief: A Novel (The Living Water Series),9781451689105,"{'ISBN-13': '9781451689105', 'Title': 'The Thief - A Novel', 'Authors': ['Stephanie Landsem'], 'Publisher': 'Simon and Schuster', 'Year': '2014', 'Language': 'en'}"
