,0,1,2
0,Hybrid Electric Vehicle Technology [Paperback] [2009] 1st Ed. Automotive Research and Design,9780826900661,"{'ISBN-13': '9780826900661', 'Title': 'Hybrid Electric Vehicle Technology', 'Authors': ['Jonathan F. Gosse', 'Automotive Research and Design'], 'Publisher': 'Amer Technical Pub', 'Year': '2010', 'Language': 'en'}"
1,"Corporate Law (Concept and Insight Series, 2nd Edition)",9781599413624,"{'ISBN-13': '9781599413624', 'Title': 'Corporate Law', 'Authors': ['Stephen M. Bainbridge'], 'Publisher': '', 'Year': '2009', 'Language': 'en'}"
2,"The Florida of the Inca;: A history of adelantado, Hernando de Soto, Governor and Captain General of the kingdom of Florida, and of other heroic Spanish and Indian cavaliers,",9780813011707,"{'ISBN-13': '9780813011707', 'Title': 'Hernando De Soto And The Indians Of Florida', 'Authors': ['Jerald T. Milanich', 'Charles M. Hudson'], 'Publisher': '', 'Year': '1993', 'Language': 'en'}"
3,Complete Step-by-Step Upholstery,9781843309291,"{'ISBN-13': '9781843309291', 'Title': 'Complete Step-By-Step Upholstery', 'Authors': ['David Sowle', 'Ruth Dye'], 'Publisher': 'New Holland Pub Limited', 'Year': '2009', 'Language': 'en'}"
4,Peace in His Presence: Favorite Quotations from Jesus Calling,9780718034160,"{'ISBN-13': '9780718034160', 'Title': 'Peace In His Presence: Favorite Quotations From Jesus Calling', 'Authors': ['Sarah Young'], 'Publisher': 'Thomas Nelson Incorporated', 'Year': '2015', 'Language': 'en'}"
5,Healthy Living with Hypertension: A Guide for African Americans,9780595333226,"{'ISBN-13': '9780595333226', 'Title': 'Healthy Living With Hypertension - A Guide For African Americans', 'Authors': ['Cheryl Campbell Atkinson'], 'Publisher': '', 'Year': '2004', 'Language': 'en'}"
6,The Art of Ratatouille,9780811858342,"{'ISBN-13': '9780811858342', 'Title': 'Art Of Ratatouille', 'Authors': ['Karen Paik'], 'Publisher': 'Disney Pixar X Chronicle Books', 'Year': '2007', 'Language': 'en'}"
7,"Drone Wars: Transforming Conflict, Law, and Policy",9781107663381,"{'ISBN-13': '9781107663381', 'Title': 'Drone Wars - Transforming Conflict, Law, And Policy', 'Authors': ['Peter Bergen', 'Daniel Rothenberg'], 'Publisher': 'Cambridge University Press', 'Year': '2014', 'Language': 'en'}"
8,Cyprus as I Saw It in 1879,9781406836615,"{'ISBN-13': '9781406836615', 'Title': 'Cyprus, As I Saw It In 1879', 'Authors': ['Samuel W. Baker'], 'Publisher': '', 'Year': '2007', 'Language': 'en'}"
9,Paquito Y Abuelito / Paquito and Grandpa,9780982715314,"{'ISBN-13': '9780982715314', 'Title': 'Paquito Y Abuelito / Paquito And Grandpa', 'Authors': ['Erich Haeger'], 'Publisher': 'Muertoons', 'Year': '2013', 'Language': 'en'}"
