,0,1,2
0,"Rome and Vatican  Easy Sightseeing: Easy visiting for casual walkers,seniors and handicapped travelers.  Guiida Libri per Turisti Anziani e Disabilid",9781469974309,"{'ISBN-13': '9781469974309', 'Title': 'Rome And Vatican Easy Sightseeing - Easy Visiting For Casual Walkers,Seniors And Handicapped Travelers. Guiida Libri Per Turisti Anziani E Disabilid', 'Authors': ['Donald H. Bowling', 'MR Donald H Bowling M Ed', 'Lorinda Ruddiman'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
1,A Family's Guide to the Military For Dummies,9780470386972,"{'ISBN-13': '9780470386972', 'Title': ""A Family's Guide To The Military For Dummies"", 'Authors': ['Sheryl Garrett', 'Sue Hoppin'], 'Publisher': 'John Wiley & Sons', 'Year': '2008', 'Language': 'en'}"
2,Vitamin P2: New Perspectives in Painting,9780714844466,"{'ISBN-13': '9780714844466', 'Title': 'Vitamin P - New Perspectives In Painting', 'Authors': ['Barry Schwabsky'], 'Publisher': 'Phaidon Press', 'Year': '2004', 'Language': 'en'}"
3,Paper Dolls and Paper Airplanes: Therapeutic Exercises for Sexually Traumatized Children,9781558641297,"{'ISBN-13': '9781558641297', 'Title': 'Paper Dolls And Paper Airplanes - Therapeutic Exercises For Sexually Traumatized Children', 'Authors': ['Geraldine Crisci', 'Marilynn Lay', 'Liana Lowenstein'], 'Publisher': 'JIST Life', 'Year': '1998', 'Language': 'en'}"
4,Brida: A Novel (P.S.),9780061578953,"{'ISBN-13': '9780061578953', 'Title': 'Brida - A Novel', 'Authors': ['Paulo Coelho'], 'Publisher': 'Harper Perennial', 'Year': '2009', 'Language': 'en'}"
5,"Workbook for Step-by-Step Medical Coding, 2013 Edition, 1e",9781455744893,"{'ISBN-13': '9781455744893', 'Title': 'Workbook For Step-By-Step Medical Coding, 2013 Edition', 'Authors': ['Carol J. Buck'], 'Publisher': 'Saunders', 'Year': '2012', 'Language': 'en'}"
6,Speedliter's Handbook: Learning to Craft Light with Canon Speedlites (2nd Edition),9780134007915,"{'ISBN-13': '9780134007915', 'Title': ""Speedliter's Handbook - Learning To Craft Light With Canon Speedlites"", 'Authors': ['Syl Arena'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
7,Henry James Goes to the Movies,9780813121918,"{'ISBN-13': '9780813121918', 'Title': 'Henry James Goes To The Movies', 'Authors': ['Susan M. Griffin', 'Justus Bier Professor of Humanities & Chair of the Department of English Susan M Griffin'], 'Publisher': '', 'Year': '2002', 'Language': 'en'}"
8,Guerrilla Marketing for Job Hunters 3.0: How to Stand Out from the Crowd and Tap Into the Hidden Job Market using Social Media and 999 other Tactics Today,9781118019092,"{'ISBN-13': '9781118019092', 'Title': 'Guerrilla Marketing For Job Hunters 3.0 - How To Stand Out From The Crowd And Tap Into The Hidden Job Market Using Social Media And 999 Other Tactics Today', 'Authors': ['Jay Conrad Levinson', 'David E. Perry'], 'Publisher': 'John Wiley & Sons', 'Year': '2011', 'Language': 'en'}"
9,Police Brutality : Opposing Viewpoints,9780737705164,"{'ISBN-13': '9780737705164', 'Title': 'Police Brutality - Opposing Viewpoints', 'Authors': ['Helen Cothran'], 'Publisher': 'Greenhaven Press, Incorporated', 'Year': '2001', 'Language': 'en'}"
