,0,1,2
0,The Sky Travellers: Journeys in New Guinea 1938-1939 (Miegunyah Press),9780522848274,"{'ISBN-13': '9780522848274', 'Title': 'The Sky Travellers - Journeys In New Guinea 1938-1939', 'Authors': ['Bill', 'Bill Gammage'], 'Publisher': 'Miegunyah Press', 'Year': '1998', 'Language': 'en'}"
1,I Can See Clearly Now,9780812977035,"{'ISBN-13': '9780812977035', 'Title': 'I Can See Clearly Now - A Novel', 'Authors': ['Brendan Halpin'], 'Publisher': 'Villard Books', 'Year': '2009', 'Language': 'en'}"
2,Teaching Tumbling,9780873224970,"{'ISBN-13': '9780873224970', 'Title': 'Teaching Tumbling', 'Authors': ['Phillip Ward'], 'Publisher': 'Human Kinetics Publishers', 'Year': '1997', 'Language': 'en'}"
3,Basic HPLC and CE of Biomolecules,9780966322903,"{'ISBN-13': '9780966322903', 'Title': 'Basic HPLC And CE Of Biomolecules', 'Authors': ['Robert L. Cunico', 'Karen M. Gooding', 'Tim Wehr'], 'Publisher': 'Bay Bioanalytical Laboratory, Incorporated', 'Year': '1998', 'Language': 'en'}"
4,IT Architecture Toolkit,9780131473799,"{'ISBN-13': '9780131473799', 'Title': 'IT Architecture Toolkit', 'Authors': ['Jane A. Carbone'], 'Publisher': 'Prentice Hall', 'Year': '2004', 'Language': 'en'}"
5,"The Men's Health Big Book: Getting Abs: Get a Flat, Ripped Stomach and Your Strongest Body Ever--in Four Weeks [Paperback] [2012] (Author) Adam Bornstein, Men's Health Editors of",9781609618742,"{'ISBN-13': '9781609618742', 'Title': ""The Men's Health Big Book: Getting Abs - Get A Flat, Ripped Stomach And Your Strongest Body Ever--In Four Weeks"", 'Authors': ['Adam Bornstein', ""Editors of Men's Health""], 'Publisher': 'Rodale', 'Year': '2012', 'Language': 'en'}"
6,"State of the Union (Scot Harvath, Book 3) (The Scot Harvath Series)",9781451607925,"{'ISBN-13': '9781451607925', 'Title': 'State Of The Union - A Thriller', 'Authors': ['Brad Thor'], 'Publisher': 'Simon and Schuster', 'Year': '2011', 'Language': 'en'}"
7,The New York Times Rainy Day Sunday Crosswords: 75 Sunday Puzzles from the Pages of The New York Times,9781250075413,"{'ISBN-13': '9781250075413', 'Title': 'The New York Times Rainy Day Sunday Crosswords - 75 Sunday Puzzles From The Pages Of The New York Times', 'Authors': ['The New York Times'], 'Publisher': ""St. Martin's Griffin"", 'Year': '2015', 'Language': 'en'}"
8,The Crimson Cap,9780823421527,"{'ISBN-13': '9780823421527', 'Title': 'The Crimson Cap', 'Authors': ['Ellen Howard'], 'Publisher': '', 'Year': '2009', 'Language': 'en'}"
9,"Prescription for Nutritional Healing, Fifth Edition: A Practical A-to-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Her bs & Food Supplements",9781583334003,"{'ISBN-13': '9781583334003', 'Title': 'Prescription For Nutritional Healing, Fifth Edition - A Practical A-To-Z Reference To Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements', 'Authors': ['Phyllis A. Balch CNC'], 'Publisher': 'Avery', 'Year': '2010', 'Language': 'en'}"
