,0,1,2
0,Seeds of Deception:  Exposing Industry and Government Lies About the Safety of the Genetically Engineered Foods You're Eating,9780972966580,"{'ISBN-13': '9780972966580', 'Title': ""Seeds Of Deception - Exposing Industry And Government Lies About The Safety Of The Genetically Engineered Foods You're Eating"", 'Authors': ['Jeffrey M. Smith'], 'Publisher': 'Yes! Books', 'Year': '2003', 'Language': 'en'}"
1,The Jurisprudence of the FIFA Dispute Resolution Chamber (ASSER International Sports Law Series),9789067042710,"{'ISBN-13': '9789067042710', 'Title': 'The Jurisprudence Of The FIFA Dispute Resolution Chamber', 'Authors': ['Frans de Weger'], 'Publisher': 'T.M.C. Asser Press', 'Year': '2008', 'Language': 'en'}"
2,Pray for Our Nation: Scriptural Prayers to Revive Our Country,9781577942542,"{'ISBN-13': '9781577942542', 'Title': 'Pray For Our Nation - Scriptural Prayers To Revive Our Country', 'Authors': ['Harrison House'], 'Publisher': 'Harrison House Incorporated', 'Year': '2000', 'Language': 'en'}"
3,"Intraoperative Consultation: A Volume in the Series: Foundations in Diagnostic Pathology, 1e",9781455748235,"{'ISBN-13': '9781455748235', 'Title': 'Intraoperative Consultation - A Volume In The Series: Foundations In Diagnostic Pathology', 'Authors': ['Alberto M. Marchevsky', 'Fadi W. Abdul-Karim', 'Bonnie Balzer'], 'Publisher': 'Saunders', 'Year': '2014', 'Language': 'en'}"
4,The Memory Workbook: Breakthrough Techniques to Exercise Your Brain and Improve Your Memory,9781572242586,"{'ISBN-13': '9781572242586', 'Title': 'The Memory Workbook - Breakthrough Techniques To Exercise Your Brain And Improve Your Memory', 'Authors': ['Douglas J. Mason', 'Michael Lee Kohn'], 'Publisher': 'New Harbinger Publications Incorporated', 'Year': '2001', 'Language': 'en'}"
5,Professional Outlook 2007 Programming,9780470049945,"{'ISBN-13': '9780470049945', 'Title': 'Professional Outlook 2007 Programming', 'Authors': ['Ken Slovak'], 'Publisher': 'John Wiley & Sons', 'Year': '2007', 'Language': 'en'}"
6,American Theatre Book of Monologues for Women (Vol 2),9781559361989,"{'ISBN-13': '9781559361989', 'Title': 'American Theatre Book Of Monologues For Women', 'Authors': ['Stephanie Coen'], 'Publisher': '', 'Year': '2003', 'Language': 'en'}"
7,Bigfoot Behavior - I: The Anecdotal Evidence (The Best of the Track Record),9781475171464,"{'ISBN-13': '9781475171464', 'Title': 'Bigfoot Behavior - I - The Anecdotal Evidence', 'Authors': ['Ray Crowe'], 'Publisher': 'CreateSpace', 'Year': '2012', 'Language': 'en'}"
8,River Days: Exploring the Connecticut River from Source to Sea,9780978576660,"{'ISBN-13': '9780978576660', 'Title': 'River Days - Exploring The Connecticut River From Source To Sea', 'Authors': ['Michael J. Tougias'], 'Publisher': '', 'Year': '2008', 'Language': 'en'}"
9,Dark Places of the Earth: The Voyage of the Slave Ship Antelope,9781622318810,{}
