,0,1,2
0,Composing Myself: A Passage Through Postpartum Depression,9781883642976,"{'ISBN-13': '9781883642976', 'Title': 'Composing Myself - A Journey Through Postpartum Depression', 'Authors': ['Fiona Shaw'], 'Publisher': '', 'Year': '1998', 'Language': 'en'}"
1,Acute Stroke Care (Cambridge Pocket Clinicians),9780521184847,"{'ISBN-13': '9780521184847', 'Title': 'Acute Stroke Care', 'Authors': ['Ken Uchino', 'Jennifer Pary', 'James Grotta'], 'Publisher': 'Cambridge University Press', 'Year': '2011', 'Language': 'en'}"
2,Practical SharePoint 2013 Enterprise Content Management,9781430261698,"{'ISBN-13': '9781430261698', 'Title': 'Practical SharePoint 2013 Enterprise Content Management', 'Authors': ['Steve Goodyear'], 'Publisher': 'Apress', 'Year': '2013', 'Language': 'en'}"
3,The McDougall Quick and Easy Cookbook: Over 300 Delicious Low-Fat Recipes You Can Prepare in Fifteen Minutes or Less,9780452276963,"{'ISBN-13': '9780452276963', 'Title': 'The McDougall Quick And Easy Cookbook - Over 300 Delicious Low-Fat Recipes You Can Prepare In Fifteen Minutes Or Less', 'Authors': ['John A. McDougall', 'Mary McDougall'], 'Publisher': 'Plume', 'Year': '1999', 'Language': 'en'}"
4,Dissociation and the Dissociative Disorders: DSM-V and Beyond,9780415957854,"{'ISBN-13': '9780415957854', 'Title': 'Dissociation And The Dissociative Disorders - DSM-V And Beyond', 'Authors': ['Paul F. Dell', ""John A. O'Neil""], 'Publisher': 'Taylor & Francis', 'Year': '2009', 'Language': 'en'}"
5,Auditing and Assurance Services with ACL Software CD (15th Edition),9780133125634,"{'ISBN-13': '9780133125634', 'Title': 'Auditing And Assurance Services - An Integrated Approach', 'Authors': ['Alvin A. Arens', 'Randal J. Elder', 'Mark S. Beasley'], 'Publisher': 'Prentice Hall', 'Year': '2013', 'Language': 'en'}"
6,Start Fresh: Your Child's Jump Start to Lifelong Healthy Eating [Hardcover],9781609611941,{}
7,Negative Certainties (Religion and Postmodernism),9780226505619,"{'ISBN-13': '9780226505619', 'Title': 'Negative Certainties', 'Authors': ['Jean-Luc Marion'], 'Publisher': 'Religion and Postmodernism', 'Year': '2015', 'Language': 'en'}"
8,Superhero Monster Hunter: The Good Fight,9781940344324,"{'ISBN-13': '9781940344324', 'Title': 'Superhero Monster Hunter - The Good Fight', 'Authors': ['Miles Boothe', 'Thom Brannan'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
9,La Jetée: ciné-roman,9780942299663,"{'ISBN-13': '9780942299663', 'Title': 'La JetTe - CinT-Roman 1St Ed', 'Authors': ['Chris Marker'], 'Publisher': '', 'Year': '1992', 'Language': 'en'}"
