,0,1,2
0,Specter of the Past (Star Wars: The Hand of Thrawn #1),9780553298048,"{'ISBN-13': '9780553298048', 'Title': 'Specter Of The Past', 'Authors': ['Timothy Zahn'], 'Publisher': 'Spectra', 'Year': '1998', 'Language': 'en'}"
1,Regatta (Wonderful World),9783955700997,{}
2,The Enjoyment of Music (Twelfth Shorter Edition),9780393906042,"{'ISBN-13': '9780393906042', 'Title': 'The Enjoyment Of Music', 'Authors': ['Kristine Forney', 'Joseph Machlis', ""Andrew Dell'Antonio""], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3,On Changes in Jewish Liturgy: Options and Limitations,9789655240405,"{'ISBN-13': '9789655240405', 'Title': 'On Changes In Jewish Liturgy - Options And Limitations', 'Authors': ['Daniel Sperber'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
4,Unmentionable Cuisine,9780813911625,"{'ISBN-13': '9780813911625', 'Title': 'Unmentionable Cuisine', 'Authors': ['Calvin W. Schwabe'], 'Publisher': 'University of Virginia Press', 'Year': '1979', 'Language': 'en'}"
5,"""They Say / I Say"": The Moves That Matter in Academic Writing, with Readings (Third Edition)",9780393937510,"{'ISBN-13': '9780393937510', 'Title': 'They Say / I Say - The Moves That Matter In Academic Writing, With Readings', 'Authors': ['Gerald Graff', 'Cathy Birkenstein', 'Russel Durst'], 'Publisher': 'W. W. Norton', 'Year': '2015', 'Language': 'en'}"
6,"Learn to Create Your Own Chalk Style Notes: Includes White Gel Pens, Chalk Pencils, Black Paper Note Cards and  Postcards and an 32 page Instruction Book",9781631061226,"{'ISBN-13': '9781631061226', 'Title': 'Learn To Create Chalk Style Notes - Includes White Gel Pens, Chalk Pencils, Black Paper Note Cards And Postcards And An 32 Page Instruction Book', 'Authors': ['Lindsey Bugbee'], 'Publisher': 'Rock Point', 'Year': '2015', 'Language': 'en'}"
7,"Hope, Human and Wild: True Stories of Living Lightly on the Earth (The World As Home)",9781571313003,"{'ISBN-13': '9781571313003', 'Title': 'Hope, Human And Wild - True Stories Of Living Lightly On The Earth', 'Authors': ['Bill McKibben'], 'Publisher': 'Milkweed Editions', 'Year': '1995', 'Language': 'en'}"
8,TOMART'S ILLUSTRATED DISNEYANA CATALOG AND PRICE GUIDE - VOLUME THREE,9780870695582,"{'ISBN-13': '9780870695582', 'Title': ""Tomart's Illustrated Disneyana Catalog And Price Guide - Condensed Edition"", 'Authors': ['Tom Tumbusch'], 'Publisher': 'Wallace-Homestead Book Company', 'Year': '1990', 'Language': 'en'}"
9,Private Equity 4.0: Reinventing Value Creation (The Wiley Finance Series),9781118939734,"{'ISBN-13': '9781118939734', 'Title': 'Private Equity 4.0 - Reinventing Value Creation', 'Authors': ['Benoît Leleux', 'Hans van Swaay', 'Esmeralda Megally'], 'Publisher': 'John Wiley & Sons', 'Year': '2015', 'Language': 'en'}"
