,0,1,2
0,Garden of Secrets Past: An English Garden Mystery (English Garden Mysteries),9780312648367,"{'ISBN-13': '9780312648367', 'Title': 'Garden Of Secrets Past - An English Garden Mystery', 'Authors': ['Anthony Eglin'], 'Publisher': 'Minotaur Books', 'Year': '2011', 'Language': 'en'}"
1,Treehouse Living: 50 Innovative Designs,9780810995192,"{'ISBN-13': '9780810995192', 'Title': 'Treehouse Living - 50 Innovative Designs', 'Authors': ['Alain Laurens', 'Daniel Dufour', 'La Cabane Perchee Company', 'Ghislain André'], 'Publisher': 'Harry N Abrams Incorporated', 'Year': '2007', 'Language': 'en'}"
2,2016 Susan Branch Mini Calendar,9781624382024,{}
3,"Truckload Transportation: Economics, Pricing and Analysis",9780982784815,"{'ISBN-13': '9780982784815', 'Title': 'Truckload Transportation - Economics, Pricing & Analysis', 'Authors': ['Leo J. Lazarus'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
4,"Health, Illness, and Optimal Aging, Second Edition: Biological and Psychosocial Perspectives",9780826193469,"{'ISBN-13': '9780826193469', 'Title': 'Health, Illness, And Optimal Aging, Second Edition - Biological And Psychosocial Perspectives', 'Authors': ['Carolyn Aldwin, Ph.D.', 'Diane Gilmer, Ph.D.'], 'Publisher': 'Springer Publishing Company', 'Year': '2013', 'Language': 'en'}"
5,The Truth About Muhammad: Founder of the World's Most Intolerant Religion,9781596985285,"{'ISBN-13': '9781596985285', 'Title': ""The Truth About Muhammad - Founder Of The World's Most Intolerant Religion"", 'Authors': ['Robert Spencer'], 'Publisher': 'Regnery Publishing', 'Year': '2007', 'Language': 'en'}"
6,"MediaWriting: Print, Broadcast, and Public Relations",9781138341784,"{'ISBN-13': '9781138341784', 'Title': 'Mediawriting - Print, Broadcast, And Public Relations', 'Authors': ['Wayne R. Whitaker', 'Ronald D. Smith', 'Janet E. Ramsey'], 'Publisher': '', 'Year': '2019', 'Language': 'en'}"
7,"SPSS for Introductory and Intermediate Statistics: IBM SPSS for Intermediate Statistics: Use and Interpretation, Fifth Edition",9781848729995,"{'ISBN-13': '9781848729995', 'Title': 'IBM SPSS For Intermediate Statistics - Use And Interpretation, Fifth Edition', 'Authors': ['Nancy L. Leech', 'Karen C. Barrett', 'George A. Morgan'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
8,Waves,9780262518239,"{'ISBN-13': '9780262518239', 'Title': 'Waves', 'Authors': ['Fredric Raichlen'], 'Publisher': 'MIT Press', 'Year': '2012', 'Language': 'en'}"
9,Wake Up and Smell the Coffee/Pacific Northwest,9780939301102,"{'ISBN-13': '9780939301102', 'Title': 'Wake Up And Smell The Coffee - Pacific Northwest Edition', 'Authors': ['Laura Zahn'], 'Publisher': '', 'Year': '1990', 'Language': 'en'}"
