,0,1,2
0,The Snowdrop,9780849985775,"{'ISBN-13': '9780849985775', 'Title': 'The Snowdrop', 'Authors': ['Hans Christian Andersen'], 'Publisher': '', 'Year': '1988', 'Language': 'en'}"
1,"The Science of Good and Evil: Why People Cheat, Gossip, Care, Share, and Follow the Golden Rule",9780805077698,"{'ISBN-13': '9780805077698', 'Title': 'The Science Of Good And Evil - Why People Cheat, Gossip, Care, Share, And Follow The Golden Rule', 'Authors': ['Michael Shermer'], 'Publisher': 'Macmillan', 'Year': '2005', 'Language': 'en'}"
2,Racism and Prejudice (Straight Talk About...(Crabtree)),9780778721291,"{'ISBN-13': '9780778721291', 'Title': 'Racism And Prejudice', 'Authors': ['Rodger Maggie', 'Marguerite Rodger', 'Jessie Rodger'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
3,Black Science Premiere Hardcover,9781534307407,"{'ISBN-13': '9781534307407', 'Title': 'Black Science', 'Authors': ['Rick Remender', 'Matteo Scalera'], 'Publisher': 'Image Comics', 'Year': '2018', 'Language': 'en'}"
4,The Foam Book : An Easy Guide to Building Polyfoam Puppets,9780967857503,"{'ISBN-13': '9780967857503', 'Title': 'The Foam Book', 'Authors': ['Drew Allison', 'Donald Devet'], 'Publisher': '', 'Year': '1997', 'Language': 'en'}"
5,Bow Ties: A Practical Guide (Men's Style Series) (Volume 2),9781503079625,"{'ISBN-13': '9781503079625', 'Title': 'Bow Ties - A Practical Guide', 'Authors': ['Mark Davids'], 'Publisher': 'CreateSpace', 'Year': '2014', 'Language': 'en'}"
6,Froggy's Best Christmas,9780140567359,"{'ISBN-13': '9780140567359', 'Title': ""Froggy's Best Christmas"", 'Authors': ['Jonathan London'], 'Publisher': 'Penguin USA', 'Year': '2002', 'Language': 'en'}"
7,Archangels and Ascended Masters,9781401900632,"{'ISBN-13': '9781401900632', 'Title': 'Archangels And Ascended Masters', 'Authors': ['Doreen Virtue'], 'Publisher': 'Hay House Incorporated', 'Year': '2004', 'Language': 'en'}"
8,The Last Dance: Encountering Death and Dying,9780073532011,"{'ISBN-13': '9780073532011', 'Title': 'The Last Dance: Encountering Death And Dying', 'Authors': ['Albert Lee Strickland', 'Lynne Ann DeSpelder'], 'Publisher': 'McGraw-Hill Education', 'Year': '2010', 'Language': 'en'}"
9,Saving Capitalism from the Capitalists: Unleashing the Power of Financial Markets to Create Wealth and Spread Opportunity,9780691121284,"{'ISBN-13': '9780691121284', 'Title': 'Saving Capitalism From The Capitalists - Unleashing The Power Of Financial Markets To Create Wealth And Spread Opportunity', 'Authors': ['Raghuram G. Rajan', 'Luigi Zingales'], 'Publisher': 'Princeton University Press', 'Year': '2004', 'Language': 'en'}"
