,0,1,2
0,"frogs, frags & kisses: tanka, haiku, limericks and other short poems",9781627200615,"{'ISBN-13': '9781627200615', 'Title': 'Frogs, Frags & Kisses - Tanka, Haiku, Limericks And Other Short Poems', 'Authors': ['Eric G. Müller'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
1,British Military Operations in Aden and Radfan: 100 Years of British Colonial Rule,9781783032914,"{'ISBN-13': '9781783032914', 'Title': 'British Military Operations In Aden And Radfan - 100 Years Of British Colonial Rule', 'Authors': ['Nick Van der Bijl'], 'Publisher': 'Pen and Sword', 'Year': '2014', 'Language': 'en'}"
2,Peak Conditioning Training For Softball,9781585189106,"{'ISBN-13': '9781585189106', 'Title': 'Peak Conditioning Training For Softball', 'Authors': ['Thomas Emma'], 'Publisher': 'Coaches Choice Books', 'Year': '2004', 'Language': 'en'}"
3,"2007 Country Profile and Guide to Brunei - National Travel Guidebook and Handbook - Economic Reports, USAID, APEC, ASEAN, Sultan of Brunei (Two CD-ROM Set)",9781422012697,{}
4,Azusa Street: They Told Me Their Stories,9780977968800,"{'ISBN-13': '9780977968800', 'Title': 'Azusa Street - They Told Me Their Stories: The Youth And Children Of Azusa Street Tell Their Stories', 'Authors': ['Tom Welchel', 'Cindy McCowan', 'J. Edward Morris'], 'Publisher': 'Dare2Dream Books', 'Year': '2006', 'Language': 'en'}"
5,Fight for the Forgotten: How a Mixed Martial Artist Stopped Fighting for Himself and Started Fighting for Others,9781476791753,"{'ISBN-13': '9781476791753', 'Title': 'Fight For The Forgotten - How A Mixed Martial Artist Stopped Fighting For Himself And Started Fighting For Others', 'Authors': ['Justin Wren', 'Loretta Hunt'], 'Publisher': 'Simon and Schuster', 'Year': '2016', 'Language': 'en'}"
6,Tai Chi: The Ultimate Guide to Mastering Tai Chi for Beginners in 60 Minutes or Less! (Tai Chi - Tai Chi for Beginners - Martial Arts - Fighting Styles - How to Fight - Chakras - Reiki),9781508956990,"{'ISBN-13': '9781508956990', 'Title': 'Tai Chi - The Ultimate Guide To Mastering Tai Chi For Beginners In 60 Minutes Or Less!', 'Authors': ['Simon Hiroki'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
7,Handbook on Injectable Drugs (Handbook of Injectable Drugs),9781585283781,"{'ISBN-13': '9781585283781', 'Title': 'Handbook On Injectable Drugs', 'Authors': ['Lawrence A. Trissel'], 'Publisher': 'Amer Soc of Health System', 'Year': '2013', 'Language': 'en'}"
8,Notes of a Dirty Old Man,9780872860742,{}
9,"Muffin Tin Chef: 101 Savory Snacks, Adorable Appetizers, Enticing Entrees and Delicious Desserts",9781612430522,"{'ISBN-13': '9781612430522', 'Title': 'Muffin Tin Chef - 101 Savory Snacks, Adorable Appetizers, Enticing Entrees And Delicious Desserts', 'Authors': ['Matt Kadey'], 'Publisher': 'Ulysses Press', 'Year': '2012', 'Language': 'en'}"
