,0,1,2
0,Mouse House Hunter (Geronimo Stilton #61),9780606377805,"{'ISBN-13': '9780606377805', 'Title': 'Mouse House Hunter', 'Authors': ['Geronimo Stilton'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
1,Edward's Menagerie: Over 40 Soft and Snuggly Toy Animal Crochet Patterns,9781446304785,"{'ISBN-13': '9781446304785', 'Title': ""Edward's Menagerie - Over 40 Soft And Snuggly Toy Animal Crochet Patterns"", 'Authors': ['Kerry Lord'], 'Publisher': 'David & Charles', 'Year': '2014', 'Language': 'en'}"
2,#iranelection: Hashtag Solidarity and the Transformation of Online Life,9780804795876,"{'ISBN-13': '9780804795876', 'Title': '#Iranelection - Hashtag Solidarity And The Transformation Of Online Life', 'Authors': ['Negar Mottahedeh'], 'Publisher': 'Stanford Briefs', 'Year': '2015', 'Language': 'en'}"
3,Lives on the Edge: Single Mothers and Their Children in the Other America,9780226671840,"{'ISBN-13': '9780226671840', 'Title': 'Lives On The Edge - Single Mothers And Their Children In The Other America', 'Authors': ['Valerie Polakow'], 'Publisher': 'University of Chicago Press', 'Year': '1994', 'Language': 'en'}"
4,Italian Crafts: Inspirations From Folk Art,9781590774380,"{'ISBN-13': '9781590774380', 'Title': 'Italian Crafts - Inspirations From Folk Art', 'Authors': [""Janet D'Amato"", ""Alex D'Amato""], 'Publisher': 'M Evans & Company', 'Year': '2014', 'Language': 'en'}"
5,The Discovery of Guiana: With Related Documents (Bedford Series in History & Culture),9780312154370,"{'ISBN-13': '9780312154370', 'Title': 'The Discovery Of Guiana - With Related Documents', 'Authors': ['Walter Ralegh'], 'Publisher': ""Bedford/St. Martin's"", 'Year': '2007', 'Language': 'en'}"
6,Professional Cooking 8e + WileyPLUS Registration Card,9781118864968,"{'ISBN-13': '9781118864968', 'Title': 'Professional Cooking', 'Authors': ['Wayne Gisslen'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
7,Madagascar: Or Robert Drury's Journal During Fifteen Years' Captivity On That Island (1890),9780548758335,{}
8,Beginning Android,9781118705599,"{'ISBN-13': '9781118705599', 'Title': 'Beginning Android Programming With Android Studio', 'Authors': ['Wei-Meng Lee', 'Jerome DiMarzio'], 'Publisher': 'John Wiley & Sons', 'Year': '2016', 'Language': 'en'}"
9,The Complete Idiot's Guide to Amigurumi (Complete Idiot's Guides (Lifestyle Paperback)),9781615640034,"{'ISBN-13': '9781615640034', 'Title': ""The Complete Idiot's Guide To Amigurumi"", 'Authors': ['June Gilbank'], 'Publisher': 'Alpha Books', 'Year': '2010', 'Language': 'en'}"
