,0,1,2
0,Mourner's Bench: A Novel,9781557286789,"{'ISBN-13': '9781557286789', 'Title': ""Mourner's Bench - A Novel"", 'Authors': ['Sanderia Faye'], 'Publisher': 'University of Arkansas Press', 'Year': '2015', 'Language': 'en'}"
1,Che Guevara: A Revolutionary Life,9780802144119,"{'ISBN-13': '9780802144119', 'Title': 'Che Guevara - A Revolutionary Life', 'Authors': ['Jon Lee Anderson'], 'Publisher': '', 'Year': '2010', 'Language': 'en'}"
2,Santa Fe School of Cooking: Celebrating the Foods of New Mexico,9781423638131,"{'ISBN-13': '9781423638131', 'Title': 'Santa Fe School Of Cooking - Celebrating The Foods Of New Mexico', 'Authors': ['Susan Curtis', 'Nicole Curtis Ammerman'], 'Publisher': 'Gibbs Smith', 'Year': '2015', 'Language': 'en'}"
3,Cathedral: The Story of Its Construction (Midnighters),9781435201477,"{'ISBN-13': '9781435201477', 'Title': 'Cathedral - The Story Of Its Construction', 'Authors': ['David MacAulay'], 'Publisher': '', 'Year': '2007', 'Language': 'en'}"
4,An Introduction to the History of Psychology,9781133958093,"{'ISBN-13': '9781133958093', 'Title': 'An Introduction To The History Of Psychology', 'Authors': ['B. R. Hergenhahn', 'Tracy Henley'], 'Publisher': 'Cengage Learning', 'Year': '2013', 'Language': 'en'}"
5,The Wild Muir: Twenty-Two of John Muir's Greatest Adventures,9781930238374,"{'ISBN-13': '9781930238374', 'Title': ""The Wild Muir - Twenty-Two Of John Muir's Greatest Adventures"", 'Authors': [''], 'Publisher': 'Yosemite Conservancy', 'Year': '2013', 'Language': 'en'}"
6,Warrior Princess,9781684333110,"{'ISBN-13': '9781684333110', 'Title': 'Warrior Princess', 'Authors': ['Erin Ondersma'], 'Publisher': 'Black Rose Writing', 'Year': '2019', 'Language': 'en'}"
7,"The Book of Wagner & Griswold: Martin, Lodge, Vollrath, Excelsior (Schiffer Book for Collectors)",9780764311918,"{'ISBN-13': '9780764311918', 'Title': 'The Book Of Wagner And Griswold - Martin, Lodge, Vollrath, Excelsior', 'Authors': ['David G. Smith', 'Charles Wafford', 'Chuck Wafford'], 'Publisher': 'Schiffer Pub Limited', 'Year': '2001', 'Language': 'en'}"
8,Love Letters: A Rose Harbor Novel,9780553391770,"{'ISBN-13': '9780553391770', 'Title': 'Love Letters - A Rose Harbor Novel', 'Authors': ['Debbie Macomber'], 'Publisher': 'Ballantine Books', 'Year': '2015', 'Language': 'en'}"
9,Indian Basketry and How to Make Baskets,9780548981573,{}
