,0,1,2
0,"The Pocket Book of Stones, Revised Edition: Who They Are and What They Teach",9781583949122,"{'ISBN-13': '9781583949122', 'Title': 'The Pocket Book Of Stones - Who They Are And What They Teach', 'Authors': ['Robert Simmons'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
1,Lonely Planet Greece (Travel Guide),9781786574466,"{'ISBN-13': '9781786574466', 'Title': 'Lonely Planet Greece', 'Authors': ['Lonely Planet', 'Kate Armstrong', 'Alexis Averbuck', 'Michael S. Clark', 'Leonid Ragozin', 'Anna Kaminski', 'Korina Miller', 'Vesna Maric', 'Craig McLachlan', ""Zora O'Neill""], 'Publisher': 'Lonely Planet', 'Year': '2018', 'Language': 'en'}"
2,Dragonfly in Amber Publisher: Recorded Books,9780553714517,{}
3,"Westward We Came: A Norwegian immigrant's Story, 1866-1898",9781557534712,"{'ISBN-13': '9781557534712', 'Title': ""Westward We Came - A Norwegian Immigrant's Story, 1866-1898"", 'Authors': ['Harold Berg Kildahl'], 'Publisher': 'Purdue University Press', 'Year': '2008', 'Language': 'en'}"
4,Ho Chi Minh City & Mekong Delta Handbook (Footprint - Handbooks),9781910120286,"{'ISBN-13': '9781910120286', 'Title': 'Ho Chi Minh City & Mekong Delta Handbook', 'Authors': ['David Lloyd'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
5,"The Rise of Modern Judicial Review: From Judicial Interpretation to Judge-Made Law,",9780822630265,"{'ISBN-13': '9780822630265', 'Title': 'The Rise Of Modern Judicial Review - From Constitutional Interpretation To Judge-Made Law', 'Authors': ['Christopher Wolfe'], 'Publisher': 'Rowman & Littlefield', 'Year': '1994', 'Language': 'en'}"
6,"Fundamentals of Cost Accounting, 4th Edition",9780078025525,"{'ISBN-13': '9780078025525', 'Title': 'Fundamentals Of Cost Accounting', 'Authors': ['Shannon Anderson', 'Michael Maher', 'William Lanen'], 'Publisher': 'McGraw-Hill Education', 'Year': '2013', 'Language': 'en'}"
7,Woman's Day Dictionary of Antique Furniture,9780801587924,"{'ISBN-13': '9780801587924', 'Title': ""Woman's Day Dictionary Of Antique Furniture"", 'Authors': ['Edith Gaines', 'Dorothy Helen Jenkins'], 'Publisher': 'Dutton Adult', 'Year': '1974', 'Language': 'en'}"
8,National Geographic Readers: Swim Fish!: Explore the Coral Reef,9781426315107,"{'ISBN-13': '9781426315107', 'Title': 'Swim, Fish! - Explore The Coral Reef', 'Authors': ['Susan B. Neuman'], 'Publisher': 'National Geographic Books', 'Year': '2014', 'Language': 'en'}"
9,Los Vitanutrientes,9789700510835,"{'ISBN-13': '9789700510835', 'Title': 'Los Vita Nutrientes', 'Authors': ['Robert C. Atkins'], 'Publisher': 'Grijalbo Mondadori', 'Year': '1999', 'Language': 'es'}"
