,0,1,2
0,Sterling DAT Biology Practice Questions: High Yield DAT Biology Questions,9781499211177,"{'ISBN-13': '9781499211177', 'Title': 'Sterling DAT Biology Practice Questions - High Yield DAT Biology Questions', 'Authors': ['Sterling Test Prep'], 'Publisher': 'Createspace Independent Publishing Platform', 'Year': '2014', 'Language': 'en'}"
1,Oracle SQL Developer Data Modeler for Database Design Mastery (Oracle Press),9780071850094,"{'ISBN-13': '9780071850094', 'Title': 'Oracle SQL Developer Data Modeler For Database Design Mastery', 'Authors': ['Heli Helskyaho'], 'Publisher': 'McGraw-Hill Education', 'Year': '2015', 'Language': 'en'}"
2,The Bippolo Seed and Other Lost Stories (Classic Seuss),9780307746054,{}
3,Brimstone (Agent Pendergast series),9781455582914,"{'ISBN-13': '9781455582914', 'Title': 'Brimstone', 'Authors': ['Douglas Preston', 'Lincoln Child'], 'Publisher': 'Grand Central Publishing', 'Year': '2014', 'Language': 'en'}"
4,Say Please: Lesbian BDSM Erotica,9781573447850,"{'ISBN-13': '9781573447850', 'Title': 'Say Please - Lesbian BDSM Erotica', 'Authors': ['Sinclair Sexsmith'], 'Publisher': 'Cleis Press', 'Year': '2012', 'Language': 'en'}"
5,Book of Common Worship Daily Prayer,9780664220327,"{'ISBN-13': '9780664220327', 'Title': 'Book Of Common Worship, Daily Prayer', 'Authors': ['Presbyterian Church (U.S.A.)', 'Ministry Theology'], 'Publisher': 'Westminster John Knox Press', 'Year': '1993', 'Language': 'en'}"
6,Chemistry of Essential Oils Made Simple: God's Love Manifest in Molecules,9780934426992,"{'ISBN-13': '9780934426992', 'Title': ""The Chemistry Of Essential Oils Made Simple - God's Love Manifest In Molecules"", 'Authors': ['David Stewart'], 'Publisher': 'Care Publications', 'Year': '2005', 'Language': 'en'}"
7,"The Man Who Planted Trees: A Story of Lost Groves, the Science of Trees, and a Plan to Save the Planet",9780812981292,"{'ISBN-13': '9780812981292', 'Title': 'The Man Who Planted Trees - A Story Of Lost Groves, The Science Of Trees, And A Plan To Save The Planet', 'Authors': ['Jim Robbins'], 'Publisher': 'Random House', 'Year': '2015', 'Language': 'en'}"
8,Albert Einstein: And the Frontiers of Physics (Oxford Portraits in Science),9780195120295,"{'ISBN-13': '9780195120295', 'Title': 'Albert Einstein And The Frontiers Of Physics', 'Authors': ['Jeremy Bernstein'], 'Publisher': 'Oxford University Press, USA', 'Year': '1997', 'Language': 'en'}"
9,"Foxfire Set (Volumes 1 - 9) The Foxfire Book, Foxfire 2, Foxfire 3, Foxfire 4, Foxfire 5, Foxfire 6, Foxfire 7, Foxfire 8 and Foxfire 9)",9780385152723,"{'ISBN-13': '9780385152723', 'Title': 'Foxfire 6 - Shoemaking, Gourd Banjos, And Songbows, One Hundred Toys And Games, Wooden Locks, A Water Powered Sawmill, And Other Affairs Of Just Plain Living', 'Authors': ['Foxfire Fund, Inc.'], 'Publisher': 'Anchor', 'Year': '1980', 'Language': 'en'}"
