,0,1,2
0,"Pharmacology and Therapeutics for Dentistry, 5e",9780323016186,"{'ISBN-13': '9780323016186', 'Title': 'Pharmacology And Therapeutics For Dentistry', 'Authors': ['John A. Yagiela', 'Enid Anne Neidle'], 'Publisher': 'Mosby', 'Year': '2004', 'Language': 'en'}"
1,Make: Technology on Your Time Volume 14,9780596518967,"{'ISBN-13': '9780596518967', 'Title': ""Bug's Eye Buggy"", 'Authors': ['Mark Frauenfelder'], 'Publisher': 'Make: Technology on Your Time', 'Year': '2008', 'Language': 'en'}"
2,Million Dollar Launch: How to Kick-start a Successful Consulting Practice in 90 Days,9780071826341,"{'ISBN-13': '9780071826341', 'Title': 'Million Dollar Launch: How To Kick-Start A Successful Consulting Practice In 90 Days', 'Authors': ['Alan Weiss'], 'Publisher': 'McGraw-Hill Education', 'Year': '2014', 'Language': 'en'}"
3,Pursenality Plus: 20 New Felted Bags,9781564776532,"{'ISBN-13': '9781564776532', 'Title': 'Pursenality Plus - 20 New Felted Bags', 'Authors': ['Eva Wiechmann'], 'Publisher': 'That Patchwork Place', 'Year': '2006', 'Language': 'en'}"
4,"Lincoln's Final Hours: Conspiracy, Terror, and the Assassination of America's Greatest President",9780813166087,"{'ISBN-13': '9780813166087', 'Title': ""Lincoln's Final Hours - Conspiracy, Terror, And The Assassination Of America's Greatest President"", 'Authors': ['Kathryn Canavan'], 'Publisher': 'University Press of Kentucky', 'Year': '2015', 'Language': 'en'}"
5,Lippincott Williams & Wilkins' Medical Assisting Exam Review for CMA and RMA Certification,9781451192568,"{'ISBN-13': '9781451192568', 'Title': ""LWW's Medical Assisting Exam Review For CMA, RMA & CMAS Certification"", 'Authors': ['Helen J. Houser', 'Janet R. Sesser'], 'Publisher': 'LWW', 'Year': '2015', 'Language': 'en'}"
6,Haiti: Best Nightmare on Earth,9780765807335,"{'ISBN-13': '9780765807335', 'Title': 'Haiti - Best Nightmare On Earth', 'Authors': ['Herbert Gold'], 'Publisher': 'Transaction Pub', 'Year': '2001', 'Language': 'en'}"
7,The Wilderness Society 2016 Wall Calendar,9781416297802,{}
8,"Discovering Statistics Using SPSS, 3rd Edition (Introducing Statistical Methods)",9781847879073,"{'ISBN-13': '9781847879073', 'Title': 'Discovering Statistics Using SPSS', 'Authors': ['Andy Field'], 'Publisher': 'SAGE Publications', 'Year': '2009', 'Language': 'en'}"
9,Martin Yan Quick and Easy,9780811844475,"{'ISBN-13': '9780811844475', 'Title': 'Martin Yan Quick And Easy', 'Authors': ['Martin Yan'], 'Publisher': 'Chronicle Books', 'Year': '2004', 'Language': 'en'}"
