,0,1,2
0,"Theosophy, Imagination, Tradition: Studies in Western Esotericism (Suny Series in Western Esoteric Traditions)",9780791444368,"{'ISBN-13': '9780791444368', 'Title': 'Theosophy, Imagination, Tradition - Studies In Western Esotericism', 'Authors': ['Antoine Faivre'], 'Publisher': 'SUNY Press', 'Year': '2000', 'Language': 'en'}"
1,The Winner's Crime (The Winner's Trilogy),9781250073563,"{'ISBN-13': '9781250073563', 'Title': ""The Winner's Crime"", 'Authors': ['Marie Rutkoski'], 'Publisher': 'Square Fish', 'Year': '2016', 'Language': 'en'}"
2,Conflicts of Law: Cases and Materials (Aspen Casebook),9781454849506,"{'ISBN-13': '9781454849506', 'Title': 'Conflict Of Laws - Cases And Materials', 'Authors': ['Lea Brilmayer', 'Jack L. Goldsmith', ""Erin O'Hara O'Connor""], 'Publisher': 'Aspen Publishers', 'Year': '2015', 'Language': 'en'}"
3,The 5 Languages of Appreciation in the Workplace: Empowering Organizations by Encouraging People,9780802461766,"{'ISBN-13': '9780802461766', 'Title': 'The 5 Languages Of Appreciation In The Workplace - Empowering Organizations By Encouraging People', 'Authors': ['Gary D. Chapman', 'Paul White'], 'Publisher': 'Northfield Pub', 'Year': '2012', 'Language': 'en'}"
4,"A Primitive Diet: A Book of Recipes free from Wheat/Gluten, Dairy Products, Yeast and Sugar: For people with Candidiasis, Coeliac Disease, Irritable ... and those just wanting to become healthy",did not work,did not work
5,Changing Texas: Implications of Addressing or Ignoring the Texas Challenge,9781623491598,"{'ISBN-13': '9781623491598', 'Title': 'Changing Texas - Implications Of Addressing Or Ignoring The Texas Challenge', 'Authors': ['Steve H. Murdock', 'Michael E. Cline', 'Mary A. Zey', 'P. Wilner Jeanty', 'Deborah Perez'], 'Publisher': 'Texas A&M University Press', 'Year': '2013', 'Language': 'en'}"
6,"A Guide for Nursing Home Social Workers, Second Edition",9780826193483,"{'ISBN-13': '9780826193483', 'Title': 'A Guide For Nursing Home Social Workers, Second Edition', 'Authors': ['Elise M. Beaulieu'], 'Publisher': 'Springer Publishing Company', 'Year': '2012', 'Language': 'en'}"
7,The Golden Lotus Volume 2: Jin Ping Mei (Tuttle Classics),9780804850452,"{'ISBN-13': '9780804850452', 'Title': 'The Golden Lotus Volume 2 - Jin Ping Mei', 'Authors': ['Lanling Xiaoxiaosheng'], 'Publisher': 'Tuttle Publishing', 'Year': '2018', 'Language': 'en'}"
8,Soil Mechanics Laboratory Manual,9780190209667,"{'ISBN-13': '9780190209667', 'Title': 'Soil Mechanics Laboratory Manual', 'Authors': ['Braja M. Das'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
9,Unlocking the Mysteries of Creation,9780890511374,"{'ISBN-13': '9780890511374', 'Title': 'Unlocking The Mysteries Of Creation', 'Authors': ['Dennis R. Petersen'], 'Publisher': 'Master Books', 'Year': '1988', 'Language': 'en'}"
