,0,1,2
0,Welcome to Islam: A Step-by-Step Guide for New Muslims,9781461104773,"{'ISBN-13': '9781461104773', 'Title': 'Welcome To Islam - A Step-By-Step Guide For New Muslims', 'Authors': ['Mustafa Umar'], 'Publisher': 'CreateSpace', 'Year': '2011', 'Language': 'en'}"
1,Shapeshifting into Higher Consciousness: Heal and Transform Yourself and Our World with Ancient Shamanic and Modern Methods,9781846948435,"{'ISBN-13': '9781846948435', 'Title': 'Shapeshifting Into Higher Consciousness - Heal And Transform Yourself And Our World With Ancient Shamonic And Modern Methods', 'Authors': ['Llyn Roberts'], 'Publisher': 'John Hunt Publishing', 'Year': '2011', 'Language': 'en'}"
2,"Netter's Clinical Anatomy: with Online Access, 3e (Netter Basic Science)",9781974801985,"{'ISBN-13': '9781974801985', 'Title': ""Netter's Clinical Anatomy - With Online Access, 3E (Netter Basic Science)"", 'Authors': ['John Hansen'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
3,Animal 2: The Omen,9781936399291,"{'ISBN-13': '9781936399291', 'Title': 'Animal 2 - The Omen', 'Authors': [""K'wan""], 'Publisher': 'Simon and Schuster', 'Year': '2013', 'Language': 'en'}"
4,Modern Family 2016 Day-to-Day Calendar,9781449466664,{}
5,The Empty Ocean,9781559639743,"{'ISBN-13': '9781559639743', 'Title': 'The Empty Ocean', 'Authors': [''], 'Publisher': 'Island Press', 'Year': '2003', 'Language': 'en'}"
6,2016 ICD-10-PCs: The Complete Official Draft Code Set,9781622022168,"{'ISBN-13': '9781622022168', 'Title': '2016 ICD-10-PCs: The Complete Official Draft Code Set', 'Authors': ['American Medical Association'], 'Publisher': 'American Medical Association Press', 'Year': '2015', 'Language': 'en'}"
7,Play On (Lorimer Sports Stories),9781550288568,"{'ISBN-13': '9781550288568', 'Title': 'Play On', 'Authors': ['Sandra Diersch'], 'Publisher': 'James Lorimer &amp; Company', 'Year': '2004', 'Language': 'en'}"
8,ESV Single Column Journaling Bible (Black),9781433531910,"{'ISBN-13': '9781433531910', 'Title': 'Single Column Journaling Bible-ESV', 'Authors': ['Crossway Bibles'], 'Publisher': '', 'Year': '2012', 'Language': 'en'}"
9,"Modern Nonlinear Optics, Part 2 (Advances in Chemical Physics, Vol. 85) (Volume 85)",9780471169949,"{'ISBN-13': '9780471169949', 'Title': 'Advances In Chemical Physics, Volume 85, Part 2 - Modern Nonlinear Optics', 'Authors': ['Myron W. Evans', 'Stanislaw Kielich'], 'Publisher': 'Wiley-Interscience', 'Year': '1997', 'Language': 'en'}"
