,0,1,2
0,Nok: African Sculpture in Archaeological Context,9783937248462,"{'ISBN-13': '9783937248462', 'Title': 'Nok - African Sculpture In Archaeological Context', 'Authors': ['Peter Breunig'], 'Publisher': 'Africa Magna Verlag', 'Year': '2014', 'Language': 'en'}"
1,"The Witch's Broom: The Craft, Lore & Magick of Broomsticks (The Witch's Tools Series)",9780738738024,"{'ISBN-13': '9780738738024', 'Title': ""The Witch's Broom - The Craft, Lore & Magick Of Broomsticks"", 'Authors': ['Deborah Blake'], 'Publisher': 'Llewellyn Worldwide Limited', 'Year': '2014', 'Language': 'en'}"
2,The Ultimate Love Story: An imaginary tale inspired by ancient truths,9781456598457,"{'ISBN-13': '9781456598457', 'Title': 'The Ultimate Love Story - An Imaginary Tale Inspired By Ancient Truths', 'Authors': ['Jay Clark', 'Laura O. Adams', 'Jyoti Thakore'], 'Publisher': 'CreateSpace', 'Year': '2011', 'Language': 'en'}"
3,Flow in Sports: The keys to optimal experiences and performances,9780880118767,"{'ISBN-13': '9780880118767', 'Title': 'Flow In Sports', 'Authors': ['Susan A. Jackson', 'Mihaly Csikszentmihalyi'], 'Publisher': 'Human Kinetics', 'Year': '1999', 'Language': 'en'}"
4,Shipwrecks (Treasure Hunters),9781410949547,"{'ISBN-13': '9781410949547', 'Title': 'Shipwrecks', 'Authors': ['Nick Hunter'], 'Publisher': 'Heinemann-Raintree Library', 'Year': '2013', 'Language': 'en'}"
5,Theories of Scientific Method (Philosophy and Science),9780773533448,"{'ISBN-13': '9780773533448', 'Title': 'Theories Of Scientific Method - An Introduction', 'Authors': ['Robert Nola', 'Howard Sankey'], 'Publisher': 'McGill Queens Univ', 'Year': '2007', 'Language': 'en'}"
6,Parental Alienation: How to Understand and Address Parental Alienation Resulting from Acrimonious Divorce or Separation,9781905541102,"{'ISBN-13': '9781905541102', 'Title': 'Parental Alienation - How To Understand And Address Parental Alienation Resulting From Acrimonious Divorce Or Separation', 'Authors': ['Ludwig Fred Lowenstein'], 'Publisher': 'Russell House Pub Limited', 'Year': '2007', 'Language': 'en'}"
7,National Geographic Readers: Tigers,9781426309113,"{'ISBN-13': '9781426309113', 'Title': 'Tigers', 'Authors': ['Laura F. Marsh'], 'Publisher': 'National Geographic Books', 'Year': '2012', 'Language': 'en'}"
8,Battletech Technical Readout 3050 Upgrad (Classic Battletech),9780979204760,"{'ISBN-13': '9780979204760', 'Title': 'Technical Readout - 3050 Upgrade', 'Authors': ['Catalyst Game Labs'], 'Publisher': 'Catalyst Game Labs', 'Year': '2007', 'Language': 'en'}"
9,Sum and Substance Audio on Bankruptcy,9780314287373,{}
