,0,1,2
0,The Committee: A Novel (Middle East Literature In Translation),9780815607267,"{'ISBN-13': '9780815607267', 'Title': 'The Committee - A Novel', 'Authors': ['Sonallah Ibrahim'], 'Publisher': 'Syracuse University Press', 'Year': '2001', 'Language': 'en'}"
1,Eating with Your Anorexic: How My Child Recovered Through Family-Based Treatment and Yours Can Too,9780071445580,"{'ISBN-13': '9780071445580', 'Title': 'Eating With Your Anorexic - How My Child Recovered Through Family-Based Treatment And Yours Can Too', 'Authors': ['Laura Collins'], 'Publisher': 'McGraw-Hill', 'Year': '2004', 'Language': 'en'}"
2,2014 Calendar: Classic Cars: 12-Month Calendar Featuring Stunning Photographs Of Classic Cars,9781416293125,{}
3,Vic and Blood,9780312034719,"{'ISBN-13': '9780312034719', 'Title': 'Vic And Blood - The Chronicles Of A Boy And His Dog', 'Authors': ['Harlan Ellison', 'Richard Corben'], 'Publisher': 'St Martins Press', 'Year': '1989', 'Language': 'en'}"
4,40 Years Volvo: The Story of Volvo's First Forty Years in America,9781855203181,"{'ISBN-13': '9781855203181', 'Title': 'Forty Years Of Selling Volvo', 'Authors': ['R.M. Clarke'], 'Publisher': 'Brooklands Books Limited', 'Year': '1996', 'Language': 'en'}"
5,Sundays in Manila,9789715426305,"{'ISBN-13': '9789715426305', 'Title': 'Sundays In Manila', 'Authors': ['Robert H. Boyer'], 'Publisher': 'UP Press', 'Year': '2010', 'Language': 'en'}"
6,Banded Brothers 1-5,9781771116817,"{'ISBN-13': '9781771116817', 'Title': 'Banded Brothers 1-5', 'Authors': ['Amber Kell'], 'Publisher': 'Extasy Books', 'Year': '2013', 'Language': 'en'}"
7,Star Trek 2001 Calendar (Star Trek: The Original Series),9780671041380,"{'ISBN-13': '9780671041380', 'Title': 'Star Trek - Stardate 2001 Calendar', 'Authors': ['Star Trek'], 'Publisher': '', 'Year': '2000', 'Language': 'en'}"
8,Five Chimneys: A Woman Survivor's True Story of Auschwitz,9780897333764,"{'ISBN-13': '9780897333764', 'Title': 'Five Chimneys - The Story Of Auschwitz', 'Authors': [''], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
9,What Color Is Your Parachute? 2015: A Practical Manual for Job-Hunters and Career-Changers,9781607745556,"{'ISBN-13': '9781607745556', 'Title': 'What Color Is Your Parachute? - A Practical Manual For Job-Hunters And Career-Changers', 'Authors': ['Richard Nelson Bolles'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
