,0,1,2
0,"I, Jedi (Star Wars)",9780553578737,"{'ISBN-13': '9780553578737', 'Title': 'I, Jedi', 'Authors': ['Michael A. Stackpole'], 'Publisher': 'Spectra', 'Year': '1999', 'Language': 'en'}"
1,Starfighters of Adumar (Star Wars: X-Wing #9),9780553574180,"{'ISBN-13': '9780553574180', 'Title': 'Starfighters Of Adumar', 'Authors': ['Aaron Allston'], 'Publisher': 'Spectra', 'Year': '1999', 'Language': 'en'}"
2,Darksaber (Star Wars),9780553576115,"{'ISBN-13': '9780553576115', 'Title': 'Darksaber', 'Authors': ['Kevin J. Anderson'], 'Publisher': 'Spectra', 'Year': '1996', 'Language': 'en'}"
3,"The Stars, Like Dust",9780765319159,"{'ISBN-13': '9780765319159', 'Title': 'The Stars, Like Dust', 'Authors': ['Isaac Asimov'], 'Publisher': 'Orb Books', 'Year': '2009', 'Language': 'en'}"
4,Planet of Twilight (Star Wars),9780553575170,"{'ISBN-13': '9780553575170', 'Title': 'Planet Of Twilight', 'Authors': ['Barbara Hambly'], 'Publisher': 'Spectra', 'Year': '1998', 'Language': 'en'}"
5,Into the Darkness (Crimson Worlds Refugees) (Volume 1),9781522689300,{}
6,Gideon Smith and the Mechanical Girl,9780765334244,"{'ISBN-13': '9780765334244', 'Title': 'Gideon Smith And The Mechanical Girl', 'Authors': ['David Barnett'], 'Publisher': 'Macmillan', 'Year': '2013', 'Language': 'en'}"
7,The Search for Gram (Codex Regius) (Volume 1),9781942936053,"{'ISBN-13': '9781942936053', 'Title': 'The Search For Gram', 'Authors': ['Chris Kennedy'], 'Publisher': 'Theogony Books', 'Year': '2015', 'Language': 'en'}"
8,Children of the Jedi (Star Wars),9780553572933,"{'ISBN-13': '9780553572933', 'Title': 'Children Of The Jedi', 'Authors': ['Barbara Hambly'], 'Publisher': 'Spectra', 'Year': '1996', 'Language': 'en'}"
9,Starship Blackbeard (Volume 1),9781508828624,"{'ISBN-13': '9781508828624', 'Title': 'Starship Blackbeard', 'Authors': ['Michael Wallace'], 'Publisher': 'CreateSpace', 'Year': '2015', 'Language': 'en'}"
