,0,1,2
0,Wilbur Wright's Flights in France : Leon Bollee's Photographic Record 1908-1909,9780071427395,"{'ISBN-13': '9780071427395', 'Title': ""Wilbur Wright's Flights in France - Léon Bollée's Photographic Record, 1908-1909"", 'Authors': ['Léon Bollée', 'Stanley W. Kandebo', 'Dawne Dewey'], 'Publisher': 'McGraw-Hill Professional Publishing', 'Year': '2003', 'Language': 'en'}"
1,Building and Using an Astronomical Observatory,9780850598087,"{'ISBN-13': '9780850598087', 'Title': 'Building And Using An Astronomical Observatory', 'Authors': ['Paul Doherty'], 'Publisher': 'Patrick Stephens', 'Year': '1986', 'Language': 'en'}"
2,Moto GP Yesterday & Today,9781787390232,"{'ISBN-13': '9781787390232', 'Title': 'Moto GP Yesterday & Today', 'Authors': ['Michael Scott'], 'Publisher': 'Carlton Books', 'Year': '2017', 'Language': 'en'}"
3,"Pilgrims Guide to the Lands of St Paul: Greece, Turkey, Malta, Cyprus (Pilgrim's Guides)",9780953251124,"{'ISBN-13': '9780953251124', 'Title': ""A Pilgrim's Guide To The Lands Of St Paul - Greece, Turkey, Malta, Cyprus"", 'Authors': ['Raymond Goodburn', 'David Houseley'], 'Publisher': 'Pilgrim Book Service', 'Year': '2001', 'Language': 'en'}"
4,Diminished Value?The Best-Kept Secret Of The Car Insurance Industry,9781500219154,"{'ISBN-13': '9781500219154', 'Title': 'Diminished Value?The Best-Kept Secret Of The Car Insurance Industry', 'Authors': ['Christian Vazquez'], 'Publisher': 'CreateSpace', 'Year': '2014', 'Language': 'en'}"
5,Maddi's Fridge,9781936261291,"{'ISBN-13': '9781936261291', 'Title': ""Maddi's Fridge"", 'Authors': ['Lois Brandt'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
6,The Ultimate Girls' Guide to Understanding and Caring for Your Body,9781934386439,"{'ISBN-13': '9781934386439', 'Title': ""The Ultimate Girls' Guide To Understanding And Caring For Your Body"", 'Authors': ['Isabel Lluch', 'Emily Lluch'], 'Publisher': 'WS Publishing Group', 'Year': '2009', 'Language': 'en'}"
7,Deliver Up Honor,9781946977649,"{'ISBN-13': '9781946977649', 'Title': 'Deliver Up Honor', 'Authors': ['David Ryan'], 'Publisher': '', 'Year': '2017', 'Language': 'en'}"
8,The Ancient Maya (True Books: Ancient Civilizations),9780531241103,"{'ISBN-13': '9780531241103', 'Title': 'The Ancient Maya', 'Authors': ['Jackie Maloy'], 'Publisher': 'Childrens Press', 'Year': '2010', 'Language': 'en'}"
9,Recognitions (American Literature (Dalkey Archive)),9781564786913,"{'ISBN-13': '9781564786913', 'Title': 'The Recognitions', 'Authors': ['William Gaddis', 'William H. Gass'], 'Publisher': 'Dalkey Archive Press', 'Year': '2012', 'Language': 'en'}"
