,0,1,2
0,The Slangman Guide to Street Speak 3,9781891888229,"{'ISBN-13': '9781891888229', 'Title': 'Street Speak Three', 'Authors': ['David Burke'], 'Publisher': '', 'Year': '2000', 'Language': 'en'}"
1,Accessible Connecticut: A Guide to Recreation for Children with Disabilities and Their Families,9780300089783,"{'ISBN-13': '9780300089783', 'Title': 'Accessible Connecticut - A Guide To Recreation For Children With Disabilities And Their Families', 'Authors': ['Nora Ellen Groce', 'Lawrence C. Kaplan', 'Josiah David Kaplan'], 'Publisher': '', 'Year': '2002', 'Language': 'en'}"
2,"Veterinary Oncology Secrets, 1e",9781560534167,"{'ISBN-13': '9781560534167', 'Title': 'Veterinary Oncology Secrets', 'Authors': ['Robert C. Rosenthal'], 'Publisher': '', 'Year': '2001', 'Language': 'en'}"
3,Algeria Business Law Handbook,9781514500040,"{'ISBN-13': '9781514500040', 'Title': 'Algeria Business Law Handbook - Strategic Information And Basic Laws', 'Authors': ['Www Ibpus Com'], 'Publisher': 'IBP USA', 'Year': '2015', 'Language': 'en'}"
4,DK Eyewitness Travel Guide: Chicago,9781465457097,"{'ISBN-13': '9781465457097', 'Title': 'DK Eyewitness Travel Guide: Chicago', 'Authors': ['DK Publishing'], 'Publisher': 'DK Eyewitness Travel', 'Year': '2017', 'Language': 'en'}"
5,The Second Self: Computers and the Human Spirit,9780262701112,"{'ISBN-13': '9780262701112', 'Title': 'The Second Self, Twentieth Anniversary Edition - Computers And The Human Spirit', 'Authors': ['Sherry Turkle'], 'Publisher': 'MIT Press', 'Year': '2005', 'Language': 'en'}"
6,ABC & Xyz of Bee Culture,9780936028019,"{'ISBN-13': '9780936028019', 'Title': 'The ABC & XYZ Of Bee Culture - An Encyclopedia Pertaining To The Scientific And Practical Culture Of Honey Bees', 'Authors': ['Amos Ives Root'], 'Publisher': 'A I Root Company', 'Year': '1990', 'Language': 'en'}"
7,Customary Law of marriage and inheritance: a survey of some rural-based (paperback),9783825843939,"{'ISBN-13': '9783825843939', 'Title': 'Money Is The True Friend - Economic Practice, Morality And Trust Among The Iganga Maize Traders In Uganda', 'Authors': ['Pernille Sørensen'], 'Publisher': 'LIT Verlag Münster', 'Year': '2000', 'Language': 'en'}"
8,The Wall Street Journal Guide to Understanding Money and Investing,9780684869025,"{'ISBN-13': '9780684869025', 'Title': 'The Wall Street Journal Guide To Understanding Money & Investing', 'Authors': ['Kenneth M. Morris', 'Virginia B. Morris'], 'Publisher': 'Touchstone', 'Year': '1999', 'Language': 'en'}"
9,The House on Mermaid Point (Novel),9780515154740,"{'ISBN-13': '9780515154740', 'Title': 'The House On Mermaid Point', 'Authors': ['Wendy Wax'], 'Publisher': 'Jove Books', 'Year': '2015', 'Language': 'en'}"
