,0,1,2
0,Zen Doodle: Tons of Tangles,9781440332104,"{'ISBN-13': '9781440332104', 'Title': 'Zen Doodle - Tons Of Tangles', 'Authors': ['Tonia Jenny', 'Amy Jones'], 'Publisher': 'Penguin', 'Year': '2013', 'Language': 'en'}"
1,The Autoimmune Paleo Breakthrough: A Revolutionary Protocol to Rapidly Decrease Inflammation and Balance Your Immune System,9781493688814,"{'ISBN-13': '9781493688814', 'Title': 'The Autoimmune Paleo Breakthrough - A Revolutionary Protocol To Rapidly Decrease Inflammation And Balance Your Immune System', 'Authors': ['Anne Angelone'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
2,Under a Graveyard Sky (Black Tide Rising),9781476736600,"{'ISBN-13': '9781476736600', 'Title': 'Under A Graveyard Sky', 'Authors': ['John Ringo'], 'Publisher': 'Baen', 'Year': '2014', 'Language': 'en'}"
3,"Fortunately, the Milk",9780062224071,"{'ISBN-13': '9780062224071', 'Title': 'Fortunately, The Milk', 'Authors': ['Neil Gaiman'], 'Publisher': 'Harpercollins Childrens Books', 'Year': '2013', 'Language': 'en'}"
4,The Politics of Love (Noire Fever),9781600430022,"{'ISBN-13': '9781600430022', 'Title': 'The Politics Of Love', 'Authors': ['Giselle Carmichael'], 'Publisher': 'Parker Pub Llc', 'Year': '2007', 'Language': 'en'}"
5,Understanding Violence and Victimization (6th Edition),9780134868257,"{'ISBN-13': '9780134868257', 'Title': 'Understanding Violence And Victimization', 'Authors': ['Robert J. Meadows'], 'Publisher': '', 'Year': '2018', 'Language': 'en'}"
6,Love Hair (Hentai Manga),9781934129630,"{'ISBN-13': '9781934129630', 'Title': 'Love Hair', 'Authors': ['Maban'], 'Publisher': 'Project H Llc', 'Year': '2013', 'Language': 'en'}"
7,Snapshots of a Girl,9781551525983,"{'ISBN-13': '9781551525983', 'Title': 'Snapshots Of A Girl', 'Authors': ['Beldan Sezen'], 'Publisher': 'Arsenal Pulp PressLtd', 'Year': '2015', 'Language': 'en'}"
8,Fatal Flaws: Navigating Destructive Relationships with People with Disorders...,9781585622146,"{'ISBN-13': '9781585622146', 'Title': 'Fatal Flaws - Navigating Destructive Relationships With People With Disorders Of Personality And Character', 'Authors': ['Stuart C. Yudofsky'], 'Publisher': 'American Psychiatric Pub', 'Year': '2005', 'Language': 'en'}"
9,"Awkward Moments Children's Bible, Vol. 1",9781492177449,"{'ISBN-13': '9781492177449', 'Title': ""Awkward Moments (Not Found In Your Average) Children's Bible - Vol. I - Illustrating The Bible Like You've Never Seen Before!"", 'Authors': ['Horus Gilgamesh'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
