,0,1,2
0,The American Jury On Trial: Psychological Perspectives,9780891168560,"{'ISBN-13': '9780891168560', 'Title': 'The American Jury On Trial - Psychological Perspectives', 'Authors': ['Saul M. Kassin', 'Lawrence S. Wrightsman'], 'Publisher': 'Taylor & Francis', 'Year': '1988', 'Language': 'en'}"
1,"Amish-Country Cookbook, Vol. 2",9781928915218,"{'ISBN-13': '9781928915218', 'Title': 'Amish Country Cookbook', 'Authors': ['Bob Miller', 'Sue Miller'], 'Publisher': '', 'Year': '2001', 'Language': 'en'}"
2,Gallivanting on Guam,9781456603083,"{'ISBN-13': '9781456603083', 'Title': 'Gallivanting On Guam', 'Authors': ['Dave Slagle'], 'Publisher': 'eBookIt.com', 'Year': '2013', 'Language': 'en'}"
3,The Difficulty of Being Good: On the Subtle Art of Dharma,9780199754410,"{'ISBN-13': '9780199754410', 'Title': 'The Difficulty Of Being Good:On The Subtle Art Of Dharma - On The Subtle Art Of Dharma', 'Authors': ['Gurcharan Das'], 'Publisher': 'Oxford University Press, USA', 'Year': '2010', 'Language': 'en'}"
4,Takeout Training for Teachers,9780764430800,"{'ISBN-13': '9780764430800', 'Title': 'Takeout Training For Teachers', 'Authors': ['Group Publishing', 'Sharon Carey', 'Keith Johnson'], 'Publisher': 'Group Pub Incorporated', 'Year': '2005', 'Language': 'en'}"
5,"Internet Travel Planner, 2nd: How to Plan Trips and Save Money Online",9780762712175,"{'ISBN-13': '9780762712175', 'Title': 'Internet Travel Planner - How To Plan Trips And Save Money Online', 'Authors': ['Michael Shapiro'], 'Publisher': 'Globe Pequot', 'Year': '2002', 'Language': 'en'}"
6,Supporting Children with Communication Difficulties in Inclusive Settings: School-Based Language Intervention (2nd Edition),9780205379545,"{'ISBN-13': '9780205379545', 'Title': 'Supporting Children With Communication Difficulties In Inclusive Settings - School-Based Language Intervention', 'Authors': ['Linda McCormick', 'Diane Frome Loeb', 'Richard L. Schiefelbusch'], 'Publisher': 'Allyn & Bacon', 'Year': '2003', 'Language': 'en'}"
7,"Sota Omoigui's Anesthesia Drugs Handbook, Third Edition",9780632044214,"{'ISBN-13': '9780632044214', 'Title': 'Anesthesia Drugs Handbook', 'Authors': ['Soto Omoigui'], 'Publisher': 'Wiley-Blackwell', 'Year': '2000', 'Language': 'en'}"
8,Relative $ucce$$: A Comedy Of Heirs,9781468016147,"{'ISBN-13': '9781468016147', 'Title': 'Relative $Ucce$$ - A Comedy Of Heirs', 'Authors': ['Gerald E. Daugherty'], 'Publisher': 'Createspace Independent Publishing Platform', 'Year': '2012', 'Language': 'en'}"
9,Iberia,9780993046773,"{'ISBN-13': '9780993046773', 'Title': 'Iberia', 'Authors': ['Julian Sayarer'], 'Publisher': '', 'Year': '2021', 'Language': 'en'}"
