,0,1,2
0,Regulated Bioanalytical Laboratories: Technical and Regulatory Aspects from Global Perspectives,9780470476598,"{'ISBN-13': '9780470476598', 'Title': 'Regulated Bioanalytical Laboratories - Technical And Regulatory Aspects From Global Perspectives', 'Authors': ['Michael Zhou'], 'Publisher': 'Wiley', 'Year': '2011', 'Language': 'en'}"
1,Pop,9780061742613,"{'ISBN-13': '9780061742613', 'Title': 'Pop', 'Authors': ['Gordon Korman'], 'Publisher': 'Balzer + Bray', 'Year': '2011', 'Language': 'en'}"
2,Organic Chemistry Fundamentals (Quickstudy: Academic),9781423228172,"{'ISBN-13': '9781423228172', 'Title': 'Organic Chemistry Fundamentals', 'Authors': ['BarCharts, Inc.'], 'Publisher': '', 'Year': '2015', 'Language': 'en'}"
3,"Feeding Poultry: The Classic Guide to Poultry Nutrition for Chickens, Turkeys, Ducks, Geese, Gamebirds, and Pigeons",9780972177023,"{'ISBN-13': '9780972177023', 'Title': 'Feeding Poultry - The Classic Guide To Poultry Nutrition', 'Authors': ['Gustave F. Heuser'], 'Publisher': 'Norton Creek Press', 'Year': '2003', 'Language': 'en'}"
4,Critical Care Transport,9781284040999,"{'ISBN-13': '9781284040999', 'Title': 'Critical Care Transport', 'Authors': ['American Academy of Orthopaedic Surgeons (AAOS),', 'American College of Emergency Physicians (ACEP),', 'UMBC,'], 'Publisher': 'Jones & Bartlett Learning', 'Year': '2017', 'Language': 'en'}"
5,Way of the Warrior: The Philosophy of Law Enforcement (Superbia),9781493764501,"{'ISBN-13': '9781493764501', 'Title': 'Way Of The Warrior - The Philosophy Of Law Enforcement', 'Authors': ['Bernard Schaffer'], 'Publisher': 'CreateSpace', 'Year': '2013', 'Language': 'en'}"
6,Ojibwe Sky Star Map - Constellation Guidebook: An Introduction to Ojibwe Star Knowledge,9780615986784,"{'ISBN-13': '9780615986784', 'Title': 'Ojibwe Sky Star Map - Constellation Guidebook - An Introduction To Ojibwe Star Knowledge', 'Authors': ['Annette S. Lee', 'William Wilson (Artist)', 'Carl Gawboy'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
7,Guide to Oracle 10g (Thomson Course Technology),9780619216290,"{'ISBN-13': '9780619216290', 'Title': 'Guide To Oracle 10G', 'Authors': ['Rocky Conrad', 'Joline Morrison', 'Mike Morrison'], 'Publisher': 'Course Technology Ptr', 'Year': '2005', 'Language': 'en'}"
8,The End: A Complete Overview of Bible Prophecy and the End of Days,9781414353739,"{'ISBN-13': '9781414353739', 'Title': 'The End - A Complete Overview Of Bible Prophecy And The End Of Days', 'Authors': ['Mark Hitchcock'], 'Publisher': 'Tyndale House Pub', 'Year': '2012', 'Language': 'en'}"
9,Glencoe ArtTalk,9780078305993,"{'ISBN-13': '9780078305993', 'Title': 'ArtTalk, Student Edition', 'Authors': ['McGraw-Hill Education'], 'Publisher': 'McGraw-Hill Education', 'Year': '2004', 'Language': 'en'}"
