,0,1,2
0,Soldier (DK Eyewitness Books),9780756645397,"{'ISBN-13': '9780756645397', 'Title': 'Soldier', 'Authors': ['Simon Adams'], 'Publisher': 'Dk Pub', 'Year': '2009', 'Language': 'en'}"
1,The Dilemma of the Alcoholic Marriage,9780910034067,"{'ISBN-13': '9780910034067', 'Title': 'The Dilemma Of The Alcoholic Marriage', 'Authors': ['Al-Anon Family Group Headquarters, Inc'], 'Publisher': '', 'Year': '1971', 'Language': 'en'}"
2,Creating Memories With Food,9780992450885,"{'ISBN-13': '9780992450885', 'Title': 'Creating Memories With Food', 'Authors': ['Tanya Epis'], 'Publisher': '', 'Year': '2014', 'Language': 'en'}"
3,The Daat Mikra Bible Atlas: A Comprehensive Guide to Biblical Geography and History,9789657265116,"{'ISBN-13': '9789657265116', 'Title': 'The Daat Mikra Bible Atlas - A Comprehensive Guide To Biblical Geography And History', 'Authors': ['Yehuda Elitzur', 'Yehuda Keel'], 'Publisher': '', 'Year': '2011', 'Language': 'en'}"
4,Algebra and Trigonometry with Modeling & Visualization (5th Edition),9780321826121,"{'ISBN-13': '9780321826121', 'Title': 'Algebra And Trigonometry With Modeling And Visualization', 'Authors': ['Gary K. Rockswold'], 'Publisher': 'Pearson', 'Year': '2013', 'Language': 'en'}"
5,"Grave Mercy: His Fair Assassin, Book I (His Fair Assassin Trilogy)",9780544022492,"{'ISBN-13': '9780544022492', 'Title': 'Grave Mercy', 'Authors': ['Robin LaFevers'], 'Publisher': 'His Fair Assassin Trilogy (Qua', 'Year': '2013', 'Language': 'en'}"
6,Solaris Performance and Tools: DTrace and MDB Techniques for Solaris 10 and OpenSolaris,9780131568198,"{'ISBN-13': '9780131568198', 'Title': 'Solaris Performance And Tools - DTrace And MDB Techniques For Solaris 10 And OpenSolaris', 'Authors': ['Richard McDougall', 'Jim Mauro', 'Brendan Gregg'], 'Publisher': 'Prentice-Hall PTR', 'Year': '2007', 'Language': 'en'}"
7,Bleach Box Set 2: Volumes 22-48 with Premium,9781421580814,"{'ISBN-13': '9781421580814', 'Title': 'Bleach Box Set 2 - Volumes 22-48 With Premium', 'Authors': ['Tite Kubo'], 'Publisher': 'VIZ Media LLC', 'Year': '2015', 'Language': 'en'}"
8,"Naga dan burung enggang =: Hornbill and dragon : Kalimantan, Sarawak, Sabah, Brunei",9789798112003,"{'ISBN-13': '9789798112003', 'Title': 'Hornbill And Dragon', 'Authors': ['Bernard Sellato'], 'Publisher': '', 'Year': '1989', 'Language': 'en'}"
9,Sikhism (Rel O/T Wld) (Religions of the World (Chelsea House Hardcover)),9781604131147,"{'ISBN-13': '9781604131147', 'Title': 'Sikhism', 'Authors': ['Nikky-Guninder Kaur Singh', ""Joanne O'Brien"", 'Martin Palmer'], 'Publisher': 'Chelsea House', 'Year': '2009', 'Language': 'en'}"
