,0,1,2
0,Jamie's Food Tube the Cake Book: Seasonal Baking With Cupcake Jemma,9788601404212,{}
1,"Atomic Spectra and Radiative Transitions (Springer Series in Chemical Physics, Vol. 1)",9780387090825,"{'ISBN-13': '9780387090825', 'Title': 'Atomic Spectra And Radiative Transitions', 'Authors': ['Igorʹ Ilʹich Sobelʹman'], 'Publisher': 'Springer Verlag', 'Year': '1979', 'Language': 'en'}"
2,Windows Phone 8 Development Internals (Developer Reference),9780735676237,"{'ISBN-13': '9780735676237', 'Title': 'Windows Phone 8 Development Internals', 'Authors': ['Andrew Whitechapel', 'Sean McKenna'], 'Publisher': '', 'Year': '2013', 'Language': 'en'}"
3,Milton Berle's Private Joke File,9780517587164,"{'ISBN-13': '9780517587164', 'Title': ""Milton Berle's Private Joke File - Over 10,000 Of His Best Gags, Anecdotes, And One-Liners"", 'Authors': ['Milton Berle'], 'Publisher': 'Crown', 'Year': '1992', 'Language': 'en'}"
4,Using the Microscope: A Guide for Naturalists,9780486269160,"{'ISBN-13': '9780486269160', 'Title': 'Using The Microscope - A Guide For Naturalists', 'Authors': ['Eric V. Gravé'], 'Publisher': '', 'Year': '1991', 'Language': 'en'}"
5,"The Easy Hymn Fake Book: Over 150 Hymns in the Key of ""C""",9780634047367,"{'ISBN-13': '9780634047367', 'Title': 'The Easy Hymn Fake Book', 'Authors': ['Hal Leonard Publishing Corporation'], 'Publisher': 'Hal Leonard Corporation', 'Year': '2002', 'Language': 'en'}"
6,The Historical Road of Eastern Orthodoxy,9780913836477,{}
7,Beating Goliath: My Story of Football and Faith,9781250068705,"{'ISBN-13': '9781250068705', 'Title': 'Beating Goliath - My Story Of Football And Faith', 'Authors': ['Art Briles', 'Don Yaeger'], 'Publisher': ""St. Martin's Griffin"", 'Year': '2015', 'Language': 'en'}"
8,The Eden Express: A Memoir of Insanity,9780440613930,"{'ISBN-13': '9780440613930', 'Title': 'The Eden Express', 'Authors': ['Mark Vonnegut'], 'Publisher': 'Delta', 'Year': '1998', 'Language': 'en'}"
9,The Catholic Youth Prayer Book-blue,9781599822136,"{'ISBN-13': '9781599822136', 'Title': 'The Catholic Youth Prayer Book-Blue', 'Authors': ['Mary Shrader', 'Laure L. Krupp', 'Robert Feduccia, Jr.', 'Matthew J. Miller'], 'Publisher': 'St Marys Press', 'Year': '2012', 'Language': 'en'}"
